Course Names,descriptions,prereq,Breadth requirements,distribution requirements
PHL385H1 - Issues in Aesthetics,Selected topics in the philosophy of art. Such issues as the following are discussed: whether different arts require different aesthetic principles; relations between art and language; the adequacy of traditional aesthetics to recent developments in the arts; art as an institution.,7.5 courses (in any field) with at least 1.5 in philosophy,Creative and Cultural Representations (1),Humanities
PHL388H1 - Literature and Philosophy,"The literary expression of philosophical ideas and the interplay between literature and philosophy. Such philosophical issues as the nature and origin of good and evil in human beings, the nature and extent of human freedom and responsibility, and the diverse forms of linguistic expression. Such authors as Wordsworth, Mill, Dostoyevsky, Tolstoy, Miller, Camus, and Lawrence are studied.",7.5 courses (in any field) with at least 1.5 in philosophy,Creative and Cultural Representations (1),Humanities
PHL394H1 - Markets and Morals,"A study of the standards that can be used to judge the performance of economic systems, e.g., efficiency, fairness, maximization, along with the different institutional mechanisms that can be used to organize economic activity, e.g., markets or hierarchies, public or private ownership.","One of PHL265H1/PHL275H1/POL200Y1, 7.5 courses (in any field) with at least 1.5 in philosophy",Society and its Institutions (3),Humanities
PHL395H1 - Issues in Business Ethics,"A focused examination of moral issues that arise in the conduct of business, in areas such as accounting and finance, corporate governance, human resources, environmental conduct, business lobbying and regulatory compliance.","PHL295H1, 7.5 courses (in any field) with at least 1.5 in philosophy",Society and its Institutions (3),Humanities
PHL398H0 - Research Excursions,An instructor-supervised group project in an off-campus setting. Details at https://www.artsci.utoronto.ca/current/academics/research-opportunities/research-excursions-program. Not eligible for CR/NCR option.,,,Humanities
PHL398Y0 - Research Excursions,An instructor-supervised group project in an off-campus setting. Details at https://www.artsci.utoronto.ca/current/academics/research-opportunities/research-excursions-program. Not eligible for CR/NCR option.,,,Humanities
PHL399Y1 - Research Opportunity Program,Credit course for supervised participation in faculty research project. Details at https://www.artsci.utoronto.ca/current/academics/research-opportunities/research-opportunities-program. Not eligible for CR/NCR option.,,,
PHL400H1 - Seminar in Ancient/Medieval Philosophy,Advanced discussion of the principal figures and themes in ancient and/or medieval philosophy.,"PHL200Y1, 4.0 credits in philosophy",,Humanities
PHL401H1 - Seminar in the History of Philosophy,"Advanced study of some of the principal figures in a particular historical, philosophical tradition.",PHL200Y1/PHL210Y1,,Humanities
PHL402H1 - Seminar in Early Modern Philosophy,Advanced discussion of the principal figures and themes in the philosophy of the 17th and/or 18th centuries.,"PHL210Y1, 4.0 credits in philosophy",,Humanities
PHL403H1 - Seminar in 19th-Century Philosophy,Advanced discussion of some principal figures and themes in 19th century philosophy.,"PHL210Y1/PHL217H1/PHL315H1/PHL316H1, 4.0 credits in philosophy",,Humanities
PHL404H1 - Seminar in Epistemology,Typical problems include the nature of knowledge and belief; perception; theories of truth and necessity; skepticism.,"PHL232H1/PHL233H1, 4.0 credits in philosophy",,Humanities
PHL405H1 - Seminar in Philosophy of Mind,Advanced study of a problem in the philosophy of mind.,"PHL240H1/PHL342H1/COG250Y1, 4.0 credits in philosophy",,Humanities
PHL406H1 - Seminar in Metaphysics,Typical problems include causality and determinism; ontological categories; mind and body; the objectivity of space and time.,4.0 credits in Philosophy including (one of PHL245H1/MAT157Y1) and (PHL232H1/PHL233H1/PHL240H1),,Humanities
PHL407H1 - Seminar in Ethics,"Advanced discussion of issues in moral philosophy, including issues of applied ethics.","PHL275H1, 4.0 credits in philosophy",,Humanities
PHL408H1 - Seminar in Philosophy,Topics vary but bridge two or more areas or traditions of philosophy.,4.0 credits in philosophy,,Humanities
PHL409H1 - New Books Seminar,Advanced study of key philosophical works published within the last five years.,4.0 credits in philosophy,,Humanities
PHL410H1 - Seminar in Continental Philosophy,Advanced study of recent philosophical discussions within the continental tradition.,"PHL217H1/PHL315H1/PHL316H1/PHL319H1/PHL320H1/PHL321H1/PHL322H1, 4.0 credits in philosophy",,Humanities
PHL411H1 - Seminar in Analytic Philosophy,Advanced study of some topic of current philosophical interest within the analytic tradition.,"PHL245H1/MAT157Y1 and one of PHL232H1/PHL233H1/PHL240H1, 4.0 credits in philosophy",,Humanities
PHL412H1 - Seminar in Political Philosophy,Advanced study of some topic in social or political philosophy.,"PHL265H1/PHL271H1, 4.0 credits in philosophy",,Humanities
PHL413H1 - Seminar in Applied Ethics,"Advanced study of some topic in an area of applied ethics, including bioethics, environmental ethics, and so on.","PHL271H1/PHL273H1/PHL275H1/PHL281H1, 4.0 credits in philosophy",,Humanities
PHL414H1 - Seminar in Philosophy of Religion,Advanced study of topics in the philosophy of religion.,"PHL235H1/PHL335H1, 4.0 credits in philosophy",,Humanities
PHL416H1 - Seminar in Philosophy of Law,Advanced discussion of issues in the philosophy of law.,"PHL265H1/PHL271H1, one of PHL365H1/PHL370H1/PHL375H1, 4.0 credits in philosophy","Thought, Belief and Behaviour (2)",Humanities
PHL417H1 - Seminar in History of Analytic Philosophy,Advanced study of a figure or topic from the history of analytic philosophy.,"PHL325H1, 4.0 credits in philosophy","Thought, Belief and Behaviour (2)",Humanities
PHL418H1 - Seminar in South Asian Philosophy,Advanced study of one or more topics in South Asian Philosophy.,4.0 PHL credits or permission of the instructor,"Thought, Belief and Behaviour (2)",Humanities
PHL440H1 - Clinical Bioethics,"Advanced study of topics in bioethics, taught in conjunction with clinical bioethicists associated with the health care organization partners of the University of Toronto Joint Centre for Bioethics.","PHL281H1, 4.0 credits in philosophy. Limited to students enrolled in the Bioethics Specialist or Bioethics Major programs.",,Humanities
PHL445H1 - Metalogic,"A continuation of PHL345H1, this is a course in the mathematical study of logic, also known as metalogic. We will investigate and prove theorems about logical systems. Topics covered may include: important results in metalogic, second and higher-order logic, or lambda-calculus.",PHL345H1/MAT309H1; 4.0 credits in philosophy,"Thought, Belief and Behaviour (2)",Humanities
PHL446H1 - Seminar in Decision Theory,"Decision theory studies what one ought to do when some more or less desirable outcomes of one’s actions depend on external facts about which one is uncertain. Uncertainty is characterized in terms of probabilities, desires are characterized in terms of utilities, and together they determine the expected utility of one’s actions. This course introduces these notions and their mathematical representations, as well as critically reflects on philosophical questions such as whether one should always take the action that maximize one’s expected utility, whether uncertainty is subjective or objective, and why uncertainty does, or ought to, obey the laws of probability.","PHL246H1, 4.0 Credits in Philosophy","Thought, Belief and Behaviour (2)",Humanities
PHL447H1 - Seminar in Philosophical Logic,Advanced discussion of some topic in philosophical logic.,PHL245H1/MAT157Y1; one of PHL246H1/PHL345H1/PHL347H1/PHL445H1/MAT309H1; 4.0 credits in philosophy,"Thought, Belief and Behaviour (2)",Humanities
PHL451H1 - Seminar in Philosophy of Language,Advanced study of some topic in the philosophy of language.,"4.0 PHL credits, including (PHL245H1/MAT157Y1), (PHL232H1/PHL233H1/PHL240H1)",,Humanities
PHL455H1 - Seminar in Philosophy of Science,Advanced study of some area or problem in the philosophy of science.,"One of PHL355H1, PHL357H1 or HPS250H1, 4.0 credits in philosophy",,Humanities
PHL470H1 - Advanced Bioethics,Philosophical exploration of the foundations and methodology of bioethics. Offered jointly with PHL2145H.,"PHL281H1 and one of PHL380H1/PHL381H1/PHL382H1/PHL383H1/PHL384H1, and permission of the instructor and Department (by ballot). Limited to students enrolled in the Bioethics Specialist or Bioethics Major programs.",,Humanities
PHL471H1 - Advanced Topics in Greek Philosophy,Advanced Topics in Greek Philosophy,PHL200Y1 and permission of the instructor and Department (by ballot),,Humanities
PHL472H1 - Advanced Topics in Medieval Philosophy,Advanced Topics in Medieval Philosophy,PHL200Y1/PHL205H1/ PHL206H1 and permission of the instructor and Department (by ballot),,Humanities
PHL473H1 - Advanced Topics in Modern Philosophy,Advanced Topics in Modern Philosophy,PHL210Y1 and permission of the instructor and Department (by ballot),,Humanities
PHL475H1 - Advanced Topics in Moral Philosophy,Advanced Topics in Moral Philosophy,PHL275H1 and permission of the instructor and Department (by ballot),,Humanities
PHL476H1 - Advanced Topics in Epistemology,Advanced Topics in Epistemology,PHL232H1/PHL233H1 and permission of the instructor and Department (by ballot),,Humanities
PHL477H1 - Advanced Topics in Metaphysics,Advanced Topics in Metaphysics,PHL232H1/PHL233H1 and permission of the instructor and Department (by ballot),,Humanities
PHL478H1 - Advanced Topics in Philosophy of Religion,Advanced Topics in Philosophy of Religion,PHL235H1/PHL335H1 and permission of the instructor and Department (by ballot),,Humanities
PHL479H1 - Advanced Topics in Philosophy of Mind,Advanced Topics in Philosophy of Mind,COG250Y1/PHL240H1/PHL340H1/ PHL341H1/PHL342H1 and permission of the instructor and Department (by ballot),,Humanities
PHL480H1 - Advanced Topics in Logic,Advanced Topics in Logic,Two of PHL344H1 - PHL349H1 and permission of the instructor and Department (by ballot),,Humanities
PHL481H1 - Advanced Topics in the Philosophy of Language,Advanced Topics in the Philosophy of Language,PHL351H1 and permission of the instructor and Department (by ballot),,Humanities
PHL482H1 - Advanced Topics in Philosophy of Natural Science,Advanced Topics in Philosophy of Natural Science,"One of PHL355H1, PHL357H1 or HPS250H1, and permission of the instructor and Department (by ballot)",,Humanities
PHL483H1 - Advanced Topics in Social and Political Philosophy,Advanced Topics in Social and Political Philosophy,PHL265H1 and permission of the instructor and Department (by ballot),,Humanities
PHL484H1 - Advanced Topics in the Philosophy of Law,Advanced Topics in the Philosophy of Law,PHL271H1 and permission of the instructor and Department (by ballot),,Humanities
PHL485H1 - Advanced Topics in Aesthetics,Advanced Topics in Aesthetics,PHL285H1/PHL385H1 and permission of the instructor and Department (by ballot),,Humanities
PHL486H1 - Advanced Topics in Philosophy of History,Advanced Topics in Philosophy of History,PHL362H1 and permission of the instructor and Department (by ballot),,Humanities
PHL487H1 - Advanced Topics in Philosophy,Advanced Topics in Philosophy,Permission of the instructor and Department,,Humanities
PHL488H1 - Advanced Topics in Philosophy,Advanced Topics in Philosophy,Permission of the instructor and Department,,Humanities
PHL489Y1 - Advanced Topics in Philosophy,Advanced Topics in Philosophy,Permission of the instructor and Department,,Humanities
PHL490Y1 - Individual Studies,Individual Studies. Not eligible for CR/NCR option.,,,Humanities
PHL495H1 - Individual Studies,Individual Studies. Not eligible for CR/NCR option.,,,Humanities
PHL496H1 - Individual Studies,Individual Studies. Not eligible for CR/NCR option.,,,Humanities
PHL497H1 - Individual Studies,Individual Studies. Not eligible for CR/NCR option.,,,Humanities
PHL498H1 - Individual Studies,Individual Studies. Not eligible for CR/NCR option.,,,Humanities
PHL499H1 - Individual Studies,Individual Studies. Not eligible for CR/NCR option.,,,Humanities
