Course Names,descriptions,prereq,Breadth requirements,distribution requirements
MIE397Y1 - Design Portfolio,Students will assemble a comprehensive design portfolio with items drawn from engineering courses and extra-curricular experience. The portfolio will articulate and demonstrate an understanding and application of basic and advanced principles of engineering design through a showcase of the student's best work. The portfolio shall also anticipate continued development of design skills through the capstone design courses and reflect on the transition to a career in engineering. The portfolio will demonstrate competence in written and oral communication through a brief summary of each item and an introduction to the portfolio. Students whose communication work is not up to standard will be provided with opportunities for remediation. The course will be offered on a credit/no credit basis; students who receive no credit must retake the course in year 4.,,,
MIE402H1 - Vibrations,Fundamental concepts of vibration of mechanical systems. Free vibration single degree of freedom systems. Various types of damping. Forced vibrations. Vibration measuring instruments. Steady state and transient vibrations. Vibration of multi-degree of freedom systems. Vibration isolation. Modal analysis. Lagrange equations and Hamilton's principle. Vibration of continuous systems. Special topics.,"MAT186H1, MAT187H1, MAT188H1, MIE100H1, MIE222H1",,
MIE404H1 - Control Systems I,"Analysis of stability, transient and steady state characteristics of dynamic systems. Characteristics of linear feedback systems. Design of control laws using the root locus method, frequency response methods and state space methods. Digital control systems. Application examples.",MIE346H1,,
MIE407H1 - Nuclear Reactor Theory and Design,"This course covers the basic principles of the neutronic design and analysis of nuclear fission reactors with a focus on Generation IV nuclear systems. Topics include radioactivity, neutron interactions with matter, neutron diffusion and moderation, the fission chain reaction, the critical reactor equation, reactivity effects and reactor kinetics. Multigroup neutron diffusion calculations are demonstrated using fast-spectrum reactor designs.",MIE230H1 or equivalent,,
MIE408H1 - * Thermal and Machine Design of Nuclear Power Reactors,"This course covers the basic principles of the thermo-mechanical design and analysis of nuclear power reactors. Topics include reactor heat generation and removal, nuclear materials, diffusion of heat in fuel elements, thermal and mechanical stresses in fuel and reactor components, single-phase and two-phase fluid mechanics and heat transport in nuclear reactors, and core thermo-mechanical design.","MIE407H1/MIE222H1, MIE312H1, MIE313H1 or equivalents",,
MIE414H1 - * Applied Fluid Mechanics,"This course builds upon the material introduced in Fluid Mechanics I and connects it to a wide range of modern technical applications of fluid flow. Applications include the design of pipe and microfluidic networks, transient flow phenomena, compressible flow and shocks, characteristics of pumps, open channel flow and an overview of flow measurement techniques. Lectures are complemented by laboratory experiments on topics such as centrifugal pumps, flow transients and fluid flow in microfluidic chips.",MIE312H1,,
MIE422H1 - Automated Manufacturing,"Introduction to Computer Integrated Manufactuing. Definitions, terminology. Organization of manufacturing systems. Introduction to NC machines. Introduction to robotics. Types of robot motion. Robot kinematics. Jacobians, singularities. Robot motion trajectories. Interpolation, spline fits. Robot joint control. Flexible manufacturing systems, justification. Robot cell design. Group technology. Design of group technology cell. Programmable logic controllers. Limited enrolment.",MIE221H1 or equivalent,,
MIE424H1 - Optimization in Machine Learning,"1. To enable deeper understanding and more flexible use of standard machine learning methods, through development of machine learning from an Optimization perspective.|2. To enable students to apply these machine learning methods to problems in finance and marketing, such as stock return forecasting, credit risk scoring, portfolio management, fraud detection and customer segmentation.","MIE365H1/MIE376H1/ECE367H1/ROB310H1, or equivalent",,
MIE433H1 - Waves and Their Applications in Non-Destructive Testing and Imaging,"The course is designed for students who are interested in more advanced studies of applying wave principles to engineering applications in the field of non-destructive testing (NDT) and imaging (NDI). Topics will cover: Review of principles and characteristics of sound and ultrasonic waves; thermal waves; optical (light) waves; photons: light waves behaving as particles; black body radiation, continuous wave and pulsed lasers. The course will focus on NDT and NDI applications in component inspection and medical diagnostics using ultrasonics, laser photothermal radiometry, thermography and dynamic infrared imaging.",,,
MIE438H1 - Microprocessors and Embedded Microcontrollers,"Review (number systems, CPU architecture, instruction sets and subroutines); Interfacing Memory; Interfacing Techniques; Transistors and TTL/CMOS Logic; Mechanical Switches & LED Displays; Interfacing Analog, A/D & D/A Conversions; Stepper Motors & DC Motors; RISC Technology and Embedded Processors; DAS Systems; Embedded Microcontroller System Design; CPU-based Control.",,,
MIE439H1 - Biomechanics I,"Introduction to the application of the principles of mechanical engineering - principally solid mechanics, fluid mechanics, and dynamics - to living systems. Topics include cellular mechanics, blood rheology, circulatory mechanics, respiratory mechanics, skeletal mechanics, and locomotion. Applications of these topics to biomimetic and biomechanical design are emphasized through a major, integrative group project.",,,
MIE440H1 - * Design of Innovative Products,"Recently developed methods applied at different stages of the design process include: Identification of unmet/underserved user needs through a modified definition of lead users (those who experience needs in advance of the mainstream population) including identifying/studying lead users, identifying which lead-user needs are relevant to the general population; Roles of function and affordance in successful products; Obstacles of fixation and cognitive bias to creativity; Concept generation methods including TRIZ/TIPS (Theory of Inventive Problem Solving, use of unrelated stimuli and analogy (e.g., from biology); Configuration design methods including design for transformation, design for assembly and end-of-life, e.g., reuse, repair and recycling. Hands-on experience of these topics in lectures, tutorials, and labs support successful application of the methods for the course project, as well as future design activities.",,,
MIE441H1 - * Design Optimization,"Problem definition and formulation for optimization, optimization models, and selected algorithms in optimization. Design for Tolerancing, Design for Manufcaturing, and Design for Assembly. State of the are Computer Aided Design packages are introduced with case studies. Emphasis is placed on gaining practical skills by solving realistic design problems.","MIE341H1, MIE222H1 or equivalents",,
MIE442H1 - Machine Design,"Introduction to the fundamental elements of mechanical design including the selection of engineering materials, load determination and failure analysis under static, impact, vibration and cyclic loads. Surface failure and fatigue under contact loads, lubrication and wear. Consideration is given to the characteristics and selection of machine elements such as bearings, shafts, power screws and couplings.",MIE320H1,,
MIE443H1 - * Mechatronics Systems:  Design and Integration,"The course aims to raise practical design awareness, provide pertinent project engineering methodology, and generate a know-how core in integration of complex automation. This course has mainly practical content, and is integral and useful in the training and education of those students who plan to be employed in areas related to intelligent automation, as well as to the breadth of knowledge of all others. Although emphasis will be on robotic-based automation (mechatronics), the learning will be useful in all domains of system integration. This course will introduce students to the basics of integration, methodology of design, tools, and team project work. The course will be monitored based on projects from a selected list of topics. The lectures will be in format of tutorials as preparation and discussions on project related issues. A main goal is to bring the methods, means and spirit of the industrial design world to the class room. Emphasis will be on understanding the elements of integration, methodology and approaches, and will involve numerous case studies. Specifically the course will provide a practical step-by-step approach to integration: specifications, conceptual design, analysis, modeling, synthesis, simulation and bread-boarding, prototyping, integration, verification, installation and testing. Issues of project management, market, and economics will be addressed as well. Limited Enrolment.",MIE346H1,,
MIE444H1 - * Mechatronics Principles,"This course provides students with the tools to design, model, analyze and control mechatronic systems (e.g. smart systems comprising electronic, mechanical, fluid and thermal components). This is done through the synergic combination of tools from mechanical and electrical engineering, computer science and information technology to design systems with built-in intelligence. The class provides techniques for the modeling of various system components into a unified approach and tools for the simulation of the performance of these systems. The class also presents the procedures and an analysis of the various components needed to design and control a mechatronic system including sensing, actuating, and I/O interfacing components.","MIE342H1, MIE346H1",,
MIE448H1 - Engineering Psychology and Human Performance,"An examination of the relation between behavioural science and the design of human-machine systems, with special attention to advanced control room design. Human limitations on perception, attention, memory and decision making, and the design of displays and intelligent machines to supplement them. The human operator in process control and the supervisory control of automated and robotic systems. Laboratory exercises to introduce techniques of evaluating human performance.",MIE231H1/MIE236H1/STA286H1 or equivalent required; MIE237H1 or equivalent recommended,,
MIE451H1 - Decision Support Systems,"Provides students with an understanding of the role of a decision support system in an organization, its components, and the theories and techniques used to construct them. Focuses on information analysis to support organizational decision-making needs and covers topics including information retrieval, descriptive and predictive modeling using machine learning and data mining, recommendation systems, and effective visualization and communication of analytical results.","MIE253H1, MIE350H1",,
MIE457H1 - Knowledge Modelling and Management,"This course explores both the modelling of knowledge and its management within and among organizations. Knowledge modelling will focus on knowledge types and their semantic representation. It will review emerging representations for knowledge on the World Wide Web (e.g., schemas, RDF). Knowledge management will explore the acquisition, indexing, distribution and evolution of knowledge within and among organizations. Emerging Knowledge Management System software will be used in the laboratory.","MIE253H1, MIE350H1",,
MIE459H1 - Organization Design,"Study of work systems design in new and existing organizations. Consideration will be given to sociotechnical systems design methodology, division of labour, change management, teams, incentives, project management, safety culture, automation, equity and union-management relations.","APS111H1/APS112H1/ESC102H1, MIE258H1 or an equivalent engineering economics course",,
MIE463H1 - Integrated System Design,"Integrated System Design is a capstone course that integrates the various perspectives of an integrated system taught in third year, including: Optimization, Quality, Management, Information, and Economics. The course approaches systems design from a Business Process perspective. Beginning with the Business Processes, it explores the concept of Business Process Re-engineering. It extends the concept of business processes to incorporate perspectives such as cost, quality, time, behaviour, etc. The second part of the course focuses on business process design tools. Namely, software tools to both design, simulate and analyse business processes. The third part of the course explores the application of process design to various domains. Guest speakers are used to provide domain background.","Fourth-year, Industrial Engineering standing",,
MIE464H1 - * Smart Materials and Structures,"Smart materials are characterized by new and unique properties that can be altered in response to environmental stimuli. They can be used in a wide range of applications since they can exceed the current abilities of traditional materials especially in environments where conditions are constantly changing. This course is designed to provide an integrated introduction to smart materials and structures, and provide a strong foundation for further studies and research on these materials. Topics include: structure, processing, and properties of smart materials; dependence of properties on structure; processing and design; mechanical, thermal, electrical, magnetic and optical smart materials systems such as shape memory materials, electrostrictive materials, magnetostrictive materials, active polymers; design, modeling and optimization of smart materials systems using CAD and FEA software packages.","MSE101H1, MSE270H1/MSE235H1,  MIE222H1/MSE316H1",,
MIE465H1 - Analytics in Action,"This course showcases the impact of analytics focusing on real world examples and case studies. Particular focus on decision analytics, where data and models are combined to ultimately improve decision-making. Methods include: linear and logistic regression, classification and regression trees, clustering, linear and integer optimization. Application areas include: healthcare, business, sports, manufacturing, finance, transportation, public sector.",,,
MIE468H1 - Facility Planning,"Fundamentals of developing efficient layouts of production/ service systems and determining optimal locations of facilities in a network. Activity relationships, manufacturing flow patterns, layout procedure types (construction and improvement algorithms), manual and computerized layout techniques, single and multiple facility location, and supply chain (location) network-distribution design.","MIE231H1/MIE236H1 or equivalent, MIE262H1",,
MIE469H1 - Reliability and Maintainability Engineering,"An introduction to the life-cycle costing concept for equipment acquisition, operation, and replacement decision-making. Designing for reliability and determination of optimal maintenance and replacement policies for both capital equipment and components. Topics include: identification of an items failure distribution and reliability function, reliability of series, parallel, and redundant systems design configurations, time-to-repair and maintainability function, age and block replacement policies for components, the economic life model for capital equipment, provisioning of spare parts.","MIE231H1/MIE236H1 or equivalent, MIE258H1",,
MIE490Y1 - Capstone Design,"An experience in engineering practice through a significant design project whereby student teams meet specific client needs through a creative, iterative, and open-ended design process. The project must include:• The application of disciplinary knowledge and skills to conduct engineering analysis and design,• The demonstration of engineering judgment in integrating economic, health, safety, environmental, social or other pertinent interdisciplinary factors,• Elements of teamwork, project management and client interaction, and• A demonstration of proof of the design concept.",,,
MIE491Y1 - Capstone Design,"An experience in engineering practice through a significant design project whereby students teams meet specific client needs or the requirements of a recognized design competition through a creative, iterative, and open-ended design process. The project must include:|The demonstration of engineering judgement in integrating economic, health, safety, environmental, social or other pertinent interdisciplinary factors,|Elements of teamwork, project management and client interaction, and|A demonstration of proof of the design concept.",,,
MIE498H1 - Research Thesis,"An opportunity to conduct independent research under the supervision of a faculty member in MIE. Admission to the course requires the approval of a project proposal by the Undergraduate office. The proposal must: 1) Explain how the research project builds upon one or more aspects of engineering science introduced in the student's academic program, 2) provide an estimate of a level of effort not less than 130 productive hours of work per term, 3) specify a deliverable in each term to be submitted by the last day of lectures, 4) be signed by the supervisor, and 5) be received by the Undergraduate Office one week prior to the last add day.|Note: Approval to register for the fourth-year thesis course must be obtained from the Associate Chair - Undergraduate and is normally restricted to students with an overall average of at least B in their second and third years.",Approval to register for the fourth-year thesis course must be obtained from the Associate Chair – Undergraduate and is normally restricted to students with an overall average of at least B in their second and third years.,,
MIE498Y1 - Research Thesis,"An opportunity to conduct independent research under the supervision of a faculty member in MIE. Admission to the course requires the approval of a project proposal by the Undergraduate office. The proposal must: 1) Explain how the research project builds upon one or more aspects of engineering science introduced in the student's academic program, 2) provide an estimate of a level of effort not less than 130 productive hours of work per term, 3) specify a deliverable in each term to be submitted by the last day of lectures, 4) be signed by the supervisor, and 5) be received by the Undergraduate Office one week prior to the last add day.|Note: Approval to register for the fourth-year thesis course must be obtained from the Associate Chair - Undergraduate and is normally restricted to students with an overall average of at least B in their second and third years.",Approval to register for the fourth-year thesis course must be obtained from the Associate Chair – Undergraduate and is normally restricted to students with an overall average of at least B in their second and third years.,,
MIE504H1 - Applied Computational Fluid Dynamics,The course is designed for Students with no or little Computational Fluid Dynamics (CFD) knowledge who want to learn CFD application to solve engineering problems. The course will provide a general perspective to the CFD and its application to fluid flow and heat transfer and it will teach the use of some of the popular CFD packages and provides them with the necessary tool to use CFD in specific applications. Students will also learn basics of CFD and will use that basic knowledge to learn Fluent Ansys CFD software. Most CFD packages have a variety of modules to deal with a specific type of flow. Students will be introduced to different modules and their specific applications. They will then be able to utilize the CFD package to simulate any particular problem. Ansys software will be the commercial package that will be used in this course. Ansys Fluent is the most common commercial CFD code available and most of the engineering companies use this code for their research & development and product analysis.,"MIE230H1, MAT234H1, MIE334H1",,
MIE505H1 - Micro/Nano Robotics,"This course will cover the design, modeling, fabrication, and control of miniature robot and micro/nano-manipulation systems for graduate and upper level undergraduate students. Micro and Nano robotics is an interdisciplinary field which draws on aspects of microfabrication, robotics, medicine and materials science.|In addition to basic background material, the course includes case studies of current micro/nano-systems, challenges and future trends, and potential applications. The course will focus on a team design project involving novel theoretical and/or experimental concepts for micro/nano-robotic systems with a team of students. Throughout the course, discussions and lab tours will be organized on selected topics.",,,
MIE506H1 - * MEMS Design and Microfabrication,"This course will present the fundamental basis of microelectromechanical systems (MEMS). Topics will include: micromachining/microfabrication techniques, micro sensing and actuation principles and design, MEMS modeling and simulation, and device characterization and packaging. Students will be required to complete a MEMS design term project, including design modeling, simulation, microfabrication process design, and photolithographic mask layout.","MIE222H1, MIE342H1",,
"MIE507H1 - Heating, Ventilating, and Air Conditioning (HVAC) Fundamentals","Introduction to the fundamentals of HVAC system operation and the relationship between these systems, building occupants and the building envelope. Fundamentals of psychrometrics, heat transfer and refrigeration; determination of heating and cooling loads driven by occupant requirements and the building envelope; heating and cooling equipment types and HVAC system configurations; controls and maintenance issues that influence performance; evaluation of various HVAC systems with respect to energy and indoor environmental quality performance.",,,
MIE510H1 - Finite Element Analysis in Engineering Design,"This course will not be offered in the 2021-22 academic year.|Finite Element Method (FEM) is a very powerful numerical tool that has a wide range of applications in a multitude of engineering disciplines; such as mechanical, aerospace, automotive, locomotive, nuclear, geotechnical, bioengineering, metallurgical and chemical engineering. Typical applications include: design optimisation, steady and transient thermal analysis/stress analysis, wave propagation, natural frequencies, mode shapes, crashworthiness analysis, nuclear reactor containment, dynamic analysis of motors, manufacturing process simulation, failure analysis, to name a few.The focus of this course is to provide seniors and graduate students with a fundamental understanding of the principles upon which FEM is based, how to correctly apply it to real engineering problems using a commercial code. Specifically, participants will learn the principles governing model generation, discretization of a continuum, element selection, applying the loads and the constraints to real world problems. Participants will also learn how to scrutinize their model predictions, and avoid the pitfalls of this essential design tool.",,,
MIE515H1 - Alternative Energy Systems,"This course covers the basic principles, current technologies and applications of selected alternative energy systems. Specific topics include solar thermal systems, solar photovoltaic systems, wind, wave, and tidal energy, energy storage, and grid connections issues. Limited enrolment.","MIE210H1,MIE312H1 and MIE313H1 (or equivalent courses).",,
MIE516H1 - Combustion and Fuels,"Introduction to combustion theory. Chemical equilibrium and the products of combustion. Combustion kinetics and types of combustion. Pollutant formation. Design of combustion systems for gaseous, liquid and solid fuels. The use of alternative fuels (hydrogen, biofuels, etc.) and their effect on combustion systems.",,,
MIE517H1 - Fuel Cell Systems,"Thermodynamics and electrochemistry of fuel cell operation and testing; understanding of polarization curves and impedance spectroscopy; common fuel cell types, materials, components, and auxiliary systems; high and low temperature fuel cells and their applications in transportation and stationary power generation, including co-generation and combined heat and power systems; engineering system requirements resulting from basic fuel cell properties and characteristics.",,,
MIE519H1 - *  Advanced Manufacturing Technologies,"This course is designed to provide an integrated multidisciplinary approach to Advanced Manufacturing Engineering, and provide a strong foundation including fundamentals and applications of advanced manufacturing AM. Topics include: additive manufacturing, 3D printing, micro and nanomanufacturing, intelligent manufacturing, Advanced Materials, lean manufacturing, AM in machine design and product development, process control technologies. New applications of AM in sectors such as automotive, aerospace, biomedical, electronic, food processing.",,,
MIE520H1 - Biotransport Phenomena,"Application of conservation relations and momentum balances, dimensional analysis and scaling, mass transfer, heat transfer, and fluid flow to biological systems, including: transport in the circulation, transport in porous media and tissues, transvascular transport, transport of gases between blood and tissues, and transport in organs and organisms.",MIE312H1 /AER210H1 /equivalent,,
MIE523H1 - Engineering Psychology and Human Performance,"An examination of the relation between behavioural science and the design of human-machine systems, with special attention to advanced control room design. Human limitations on perception, attention, memory and decision making, and the design of displays and intelligent machines to supplement them. The human operator in process control and the supervisory control of automated and robotic systems. Laboratory exercises to introduce techniques of evaluating human performance.",MIE231H1/MIE236H1/ECE286H1 or equivalent required; MIE237H1 or equivalent recommended,,
MIE540H1 - * Product Design,"This course takes a 360° perspective on product design: beginning at the market need, evolving this need into a concept, and optimizing the concept. Students will gain an understanding of the steps involved and the tools utilized in developing new products. The course will integrate both business and engineering concepts seamlessly through examples, case studies and a final project. Some of the business concepts covered include: identifying customer needs, project management and the economics of product design. The engineering design tools include: developing product specifications, concept generation, concept selection, Product Functional Decomposition diagrams, orthogonal arrays, full and fractional factorials, noises, interactions, tolerance analysis and latitude studies. Specific emphasis will be placed on robust and tunable technology for product optimization.","MIE231H1/MIE236H1 or equivalent, MIE243H1 or instructor's permission",,
MIE542H1 - Human Factors Integration,"The integration of human factors into engineering projects. Human factors integration (HFI) process and systems constraints, HFI tools, and HFI best practices. Modelling, economics, and communication of HFI problems. Examples of HFI drawn from energy, healthcare, military, and software systems. Application of HFI theory and methods to a capstone design project, including HFI problem specification, concept generation, and selection through an iterative and open-ended design process.",MIE240H1/MIE1411H1 or equivalent or permission from the instructor.,,
"MIE550H1 - Advanced Momentum, Heat and Mass Transfer","This course observes: conservation of mass, momentum, energy and species; diffusive momentum, heat and mass transfer; dimensionless equations and numbers; laminar boundary layers; drag, heat transfer and mass transfer coefficients; transport analogies; simultaneous heat and mass transfer; as well as evaporative cooling, droplet evaporation and diffusion flames.",MIE313H1,,
MIE561H1 - Healthcare Systems,"MIE 561 is a ""cap-stone"" course. Its purpose is to give students an opportunity to integrate the Industrial Engineering tools learned in previous courses by applying them to real world problems. While the specific focus of the case studies used to illustrate the application of Industrial Engineering will be the Canadian health care system, the approach to problem solving adopted in this course will be applicable to any setting. This course will provide a framework for identifying and resolving problems in a complex, unstructured decision-making environment. It will give students the opportunity to apply a problem identification framework through real world case studies. The case studies will involve people from the health care industry bringing current practical problems to the class. Students work in small groups preparing a feasibility study discussing potential approaches. Although the course is directed at Industrial Engineering fourth year and graduate students, it does not assume specific previous knowledge, and the course is open to students in other disciplines.",,,
MIE562H1 - Scheduling,"This course takes a practical approach to scheduling problems and solution techniques, motivating the different mathematical definitions of scheduling with real world scheduling systems and problems. Topics covered include: job shop scheduling, timetabling, project scheduling, and the variety of solution approaches including constraint programming, local search, heuristics, and dispatch rules. Also covered will be information engineering aspects of building scheduling systems for real world problems.",MIE262H1,,
MIE563H1 - Engineering Analysis II,"This course explores exact solution techniques for common engineering Partial Differential Equations (PDEs), such as separation of variables, superposition, eigenfunctions, orthogonal functions, complex functions. Other topics include: derivation of common engineering PDEs, introduction to methods of weighted residuals for deriving finite element formulations and limitations of exact solutions relative to approximate solutions.","MIE230H1, MAT234H1, MIE334H1",,
MIE566H1 - Decision Making Under Uncertainty,"Methods of analysis for decision making in the face of uncertainty and opponents. Topics include subjective discrete and continuous probability, utility functions, decision trees, influence diagrams, bayesian networks, multi-attribute utility functions, static and dynamic games with complete and incomplete information, bayesian games. Supporting software.",MIE231H1/MIE236H1 or equivalent,,
MIE567H1 - Dynamic & Distributed Decision Making,"Fundamental concepts and mathematical frameworks for scientific sequential decision making in the presence of uncertainty. Utility theory, uncertainty modeling, theory of games, dynamic programming, and multi-agent system. Discussion of how the decision theories can be applied to design algorithms and processes for real-world cases.",,,
MSE270H1 - Materials Science,"Electrical, thermal, magnetic, optical properties of materials; Corrosion and degradation of materials; Phase transformation and strengthening mechanisms; Failure analysis and testing; Fatigue, creep, impact; Composite materials, special purpose materials.",MSE101H1,,
MSE401H1 - Materials Information in Design,,,,
MSE443H1 - Composite Materials Engineering,"This course is designed to provide an integrated approach to composite materials design, and provide a strong foundation for further studies and research on these materials. Topics include: structure, processing, and properties of composite materials; design of fillers reinforcements and matrices reinforcements, reinforcement forms, nanocomposites systems, manufacturing processes, testing and properties, micro and macromechanics modeling of composite systems; and new applications of composites in various sectors.",,,
