Course Names,descriptions,prereq,Breadth requirements,distribution requirements
ECE462H1 - Multimedia Systems,"Topics in the engineering area of multimedia systems with particular emphasis on the theory, design features, performance, complexity analysis, optimization and application of multimedia engineering technologies. Topics include sound/audio, image and video characterization, compression, source entropy and hybrid coding, transform coding, wavelet-based coding, motion estimation, JPEG coding, digital video coding, MPEG-1/2 coding, content-based processing, and MPEG-7.",,,
ECE463H1 - Electric Drives,"Electro-mechanical mechanisms for force and torque production in rotating machines. DC machine theory and DC machine dynamics, synchronous machines and their dynamics, stepper motors. Introduction to space vectors and vector control of AC machines. Steady state and variable speed operation of the induction machine via V/f control.","ECE314H1/ECE315H1/ECE349H1/ECE359H1, ECE311H1/ECE356H1/AER372H1",,
ECE464H1 - Wireless Communication,"The radio medium, radio communication system examples. Link budget: cable losses, propagation loss, antenna gains. Basic concepts of propagation: path loss, multi-path propagation and fading. Raleigh and Rician fading models, Doppler shift, delay spread, coherence time and coherence bandwidth of the channel. Analog modulation schemes and their bandwidths. Digital modulation schemes and their bandwidths and bit rates: BPSK, QPSK, MSK, GMSK. Basic concepts of speech coding. Error correction coding, interleaving, and multiple access frame structure. The physical layer description of the AMPS, IS-54, and GSM cellular systems. The cellular concept: frequency re-use, re-use cluster concept. Channel allocation. Cellular system architecture for AMPS, IS-54, and GSM. Hand-offs and transmitter power control. Cellular traffic, call blocking, concept of Erlangs. Basic ideas in spread spectrum modulation, spreading codes, bit error probability. Orthogonal and non-orthogonal CDMA Basic concepts in CDMA networks.","ECE302H1 and ECE316H1 and ECE417H1, or ECE286H1 and ECE417H1",,
ECE466H1 - Computer Networks II,"Traffic modeling; network calculus; traffic classification; traffic regulation: shaping, filtering, policing, leaky bucket; queueing systems; scheduling; quality of service: Diffserv and IntServ/RSVP; multi-protocol label switching; call admission control / congestion control; switching; pricing; optical networks.",ECE361H1,,
ECE467H1 - Compilers & Interpreters,"Compiler organization, compiler writing tools, use of regular expressions, finite automata and context-free grammars, scanning and parsing, runtime organization, semantic analysis, implementing the runtime model, storage allocation, code generation.",ECE243H1/ECE352H1,,
ECE469H1 - Optical Communications and Networks,"This course provides an introduction to optical communication systems and networks at the system and functional level. Applications range from telecommunication networks (short to long haul) to computing networks (chip-to-chip, on chip communications, optical backplanes). Basic principles of optical transmission and associated components used for transmission of light and optical networks; system design tools for optical links; multi-service system requirements; optical network design tools (routing and wavelength assignment), network management and survivability.",,,
ECE470H1 - Robot Modeling and Control,"Classification of robot manipulators, kinematic modeling, forward and inverse kinematics, velocity kinematics, path planning, point-to-point trajectory planning, dynamic modeling, Euler-Lagrange equations, inverse dynamics, joint control, computed torque control, passivity-based control, feedback linearization.",ECE311H1 or ECE356H1,,
ECE472H1 - Engineering Economic Analysis & Entrepreneurship,"The economic evaluation and justification of engineering projects and investment proposals are discussed. Cost concepts; financial and cost accounting; depreciation; the time value of money and compound interest; inflation; capital budgeting; equity, bond and loan financing; income tax and after-tax cash flow in engineering project proposals; measures of economic merit in the public sector; sensitivity and risk analysis. Applications: evaluations of competing engineering project alternatives; replacement analysis; economic life of assets; lease versus buy decisions; break-even and sensitivity analysis. Entrepreneurship and the Canadian business environment will be discussed.",,,
ECE496Y1 - Design Project,"A full year capstone design project course intended to give students an opportunity to apply their technical knowledge and communication skills. Working in teams under the direct supervision of a faculty member, students develop a design project of their choice from an initial concept to a final working prototype. In the first session, a project proposal is submitted early on, followed by a project requirements specification. A design review meeting is then held to review the proposed design. Lectures given during the first session will develop expertise in various areas related to design and technical communication. In the second session, the teams present their work in a number of ways, including an oral presentation, a poster presentation, a final demonstration at the Design Fair, an individual progress report, and a group final report. Course deliverables are evaluated by both the team's supervisor and one of several course administrators.",,,
ECE516H1 - Intelligent Image Processing,"This course provides the student with the fundamental knowledge needed in the rapidly growing field of Personal Cybernetics, including ""Wearable Computing"", ""Personal Technologies"", ""Human Computer Interaction (HCI),"" ""Mobile Multimedia,"" ""Augmented Reality,"" ""Mediated Reality,"" CyborgLogging,"" and the merging of communications devices such as portable telephones with computational and imaging devices. The focus is on fundamental aspects and new inventions for human-computer interaction. Topics to be covered include: mediated reality, Personal Safety Devices, lifelong personal video capture, the Eye Tap principle, collinearity criterion, comparametric equations, photoquantigraphic imaging, lightvector spaces, anti-homomorphic imaging, application of personal imaging to the visual arts, and algebraic projective geometry.",,,
ECE520H1 - Power Electronics,"Focuses on power electronic converters utilized in applications ranging from low-power mobile devices to higher power applications such as electric vehicles, server farms, microgrids, and renewable energy systems. Concepts covered include the principles of efficient electrical energy processing (dc-dc, dc/ac, and ac/ac) through switch-mode energy conversion, converter loss analysis, large- and small-signal modeling of power electronic circuits and controller design.",ECE314H1/ECE349H1/ECE359H1,,
ECE525H1 - Lasers and Detectors,"This course focuses on photonic components which generate or absorb light. Lasers: spontaneous and stimulated emission, gain and absorption, gain broadening; modulation dynamics, mode-locking, Q-switching; semiconductor lasers. Photodetectors: absorption, photo-generated currents, noise in detection.|Not offered in 2015/16.","One of ECE330H1/ECE350H1 or PHY335H1/PHY355H1, and one of ECE318H1/ECE320H1/ECE357H1. ECE318H1 can also be taken as a co-requisite instead of a pre-requisite.",,
ECE526H1 - Power System Protection and Automation,"Presents the concepts of short-circuit fault analysis, protective relaying, and automation in power systems. The course starts by discussing the causes and types of short-circuit faults using real-world examples. The consequences of faults for different power system components will be reviewed using event reports from field data. The method of symmetrical components for analyzing unbalanced three-phase systems will be introduced. Analytical methods and computer-based approaches for deriving fault voltages and currents will be discussed and the effect of system grounding during transient conditions, including faults, will be introduced. Students will also learn the concept of power system automation and its role in monitoring, protection. and control of modern power systems. Critical devices used in an automation system, such as breakers, relays, reclosers, capacitor bank controllers, and tap changer controllers will be presented.",ECE313H1/ECE314H1/ECE349H1,,
ECE532H1 - Digital Systems Design,"Advanced digital systems design concepts including project planning, design flows, embedded processors, hardware/software interfacing and interactions, software drivers, embedded operating systems, memory interfaces, system-level timing analysis, clocking and clock domains. A significant design project is undertaken and implemented on an FPGA development board.",ECE342H1 or ECE352H1,,
ECE537H1 - Random Processes,"Introduction to the principles and properties of random processes, with applications to communications, control systems, and computer science. Random vectors, random convergence, random processes, specifying random processes, Poisson and Gaussian processes, stationarity, mean square derivatives and integrals, ergodicity, power spectrum, linear systems with stochastic input, mean square estimation, Markov chains, recurrence, absorption, limiting and steady-state distributions, time reversibility, and balance equations.",ECE286H1 and ECE355H1 or ECE302H1,,
ECE552H1 - Computer Architecture,"Performance analysis and metrics and cost. Instruction set architectures. Instruction-level parallelism: pipelining, superscalar, dynamic scheduling, VLIW processors. Data-level prallelism: vector processors, GPUs. Thread-level parallelism: multiprocessors, multi-core, coherence, simultaneous multi-threading. Memory hierarchies: caches and virtual memory support. Simulation tools and methods. Limited Enrollment.",ECE243H1 or ECE352H1,,
ECE568H1 - Computer Security,"As computers permeate our society, the security of such computing systems is becoming of paramount importance. This course covers principles of computer systems security. To build secure systems, one must understand how attackers operate. This course starts by teaching students how to identify security vulnerabilities and how they can be exploited. Then techniques to create secure systems and defend against such attacks will be discussed. Industry standards for conducting security audits to establish levels of security will be introduced. The course will include an introduction to basic cryptographic techniques as well as hardware used to accelerate cryptographic operations in ATM's and webservers.",ECE344H1 or ECE353H1,,
ESC384H1 - Partial Differential Equations,"Introduces techniques to analyze and solve partial differential equations (PDEs). Concepts covered include Fourier series, Sturm-Liouville theory, separation of variables, fundamental solutions, Green's functions, method of characteristics, and numerical methods. Applications are in model PDEs in continuum mechanics: heat, Laplace's, wave, and transport equations.",MAT290H1/MAT292H1,,
MAT186H1 - Calculus I,"Topics include: limits and continuity; differentiation; applications of the derivative - related rates problems, curve sketching, optimization problems, L'Hopital's rule; definite and indefinite integrals; the Fundamental Theorem of Calculus; applications of integration in geometry, mechanics and other engineering problems.",,,
MAT187H1 - Calculus II,"Topics include: techniques of integration, an introduction to mathematical modeling with differential equations, infinite sequences and series, Taylor series, parametric and polar curves, vector-valued functions, partial differentiation, and application to mechanics and other engineering problems.",APS162H1/MAT186H1,,
MAT188H1 - Linear Algebra,"This course covers systems of linear equations and Gaussian elimination, applications; vectors in Rn, independent sets and spanning sets; linear transformations, matrices, inverses; subspaces in Rn, basis and dimension; determinants; eigenvalues and diagonalization; systems of differential equations; dot products and orthogonal sets in Rn; projections and the Gram-Schmidt process; diagonalizing symmetric matrices; least squares approximation. Includes an introduction to numeric computation in a weekly laboratory.",,,
MAT290H1 - Advanced Engineering Mathematics,"An introduction to complex variables and ordinary differential equations. Topics include: Laplace transforms, ordinary higher-order linear differential equations with constant coefficients; transform methods; complex numbers and the complex plane; complex functions; limits and continuity; derivatives and integrals; analytic functions and the Cauchy-Riemann equations; power series as analytic functions; the logarithmic and exponential functions; Cauchy's integral theorem, Laurent series, residues, Cauchy's integral formula, the Laplace transform as an analytic function. Examples are drawn from electrical systems.",,,
MAT291H1 - Calculus III,"The chain rule for functions of several variables; the gradient. Multiple integrals; change of variables, Jacobians, line integrals, the divergence and curl of a vector field. Surface integrals; parametric and explicit representations, Divergence theorem and Stokes' theorem and applications from electromagnetic fields and Green's theorem.",,,
MIE100H1 - Dynamics,"This course on Newtonian mechanics considers the interactions which influence 2-D, curvilinear motion. These interactions are described in terms of the concepts of force, work, momentum and energy. Initially the focus is on the kinematics and kinetics of particles. Then, the kinematics and kinetics of systems of particles and solid bodies are examined. Finally, simple harmonic motion is discussed. The occurrence of dynamic motion in natural systems, such as planetary motion, is emphasized. Applications to engineered systems are also introduced.",,,
