Course Names,descriptions,prereq,Column 4,Breadth requirements,distribution requirements
MAT367H1 - Differential Geometry,"Manifolds, partitions of unity, submersions and immersions, vector fields, vector bundles, tangent and cotangent bundles, foliations and Frobenius’ theorem, multillinear algebra, differential forms, Stokes’ theorem, Poincare-Hopf theorem","MAT257Y1/(MAT224H1/MAT247Y1, MAT237Y1,MAT246H1/MAT157Y1,and permission of instructor)",,The Physical and Mathematical Universes (5),Science
MAT377H1 - Mathematical Probability,"This course introduces students to various topics in mathematical probability theory. Topics include basic concepts (such as probability, random variables, expectations, conditional probability) from a mathematical point of view, examples of distributions and stochastic processes and their properties, convergence results (such as the law of large numbers, central limit theorem, random series, etc.), various inequalities, and examples of applications of probabilistic ideas beyond statistics (for example, in geometry and computer science).","MAT247H1/MAT247H5, MAT257Y1",,The Physical and Mathematical Universes (5),Science
MAT382H1 - Topics in Mathematics,"A course in mathematics on a topic outside the current undergraduate offerings.  For information on the specific topic to be studied and possible additional prerequisites, go to http://www.math.toronto.edu/cms/current-students-ug/",2.5 AMP/MAT credits at the 100/200-level. Possible additional topic-specific prerequisites.,,The Physical and Mathematical Universes (5),Science
MAT390H1 - History of Mathematics up to 1700,"A survey of ancient, medieval, and early modern mathematics with emphasis on historical issues. (Offered in alternate years)",1.0 APM/MAT credit at the 200-level,,The Physical and Mathematical Universes (5),Science
MAT391H1 - History of Mathematics after 1700,A survey of the development of mathematics from 1700 to the present with emphasis on technical development. (Offered in alternate years),1.0 APM/MAT credit at the 200 level,,The Physical and Mathematical Universes (5),Science
MAT395H1 - Independent Reading in Mathematics,Independent reading under the direction of a faculty member. Topic must be outside current undergraduate offerings. Similar workload to a 36L course. Not eligible for CR/NCR option.,Minimum GPA of 3.5 in APM and MAT courses. Permission of the Associate Chair for Undergraduate Studies and of the prospective supervisor,,The Physical and Mathematical Universes (5),Science
MAT396H1 - Independent Reading in Mathematics,Independent study under the direction of a faculty member. Topic must be outside undergraduate offerings. Similar workload to a 36L course. Not eligible for CR/NCR option.,Minimum GPA of 3.5 in APM and MAT courses. Permission of the Associate Chair for Undergraduate Studies and of the prospective supervisor,,The Physical and Mathematical Universes (5),Science
MAT397Y1 - Research Project in Mathematics,Independent research under the direction of a faculty member.  Workload similar to a 72L course.  Not eligible for CR/NCR option.,Minimum GPA of 3.5 in APM and MAT courses. Permission of the Associate Chair for Undergraduate Studies and of the prospective supervisor.,,The Physical and Mathematical Universes (5),Science
MAT398H0 - Research Excursions,An instructor-supervised group project in an off-campus setting. Details at https://www.artsci.utoronto.ca/current/academics/research-opportunities…. Not eligible for CR/NCR option.,,,,Science
MAT398Y0 - Research Excursions,An instructor-supervised group project in an off-campus setting. Details at https://www.artsci.utoronto.ca/current/academics/research-opportunities…. Not eligible for CR/NCR option.,,,,Science
MAT399Y1 - Research Opportunity Program,Credit course for supervised participation in faculty research project. Details at https://www.artsci.utoronto.ca/current/academics/research-opportunities…. Not eligible for CR/NCR option.,,,,
MAT401H1 - Polynomial Equations and Fields,"Commutative rings; quotient rings. Construction of the rationals. Polynomial algebra. Fields and Galois theory: Field extensions, adjunction of roots of a polynomial. Constructibility, trisection of angles, construction of regular polygons. Galois groups of polynomials, in particular cubics, quartics. Insolvability of quintics by radicals.",MAT301H1,,The Physical and Mathematical Universes (5),Science
MAT402H1 - Classical Geometries,Euclidean and non-euclidean plane and space geometries. Real and complex projective space. Models of the hyperbolic plane. Connections with the geometry of surfaces.,"MAT301H1/MAT347Y1, MAT235Y1/MAT237Y1/MAT257Y1",,The Physical and Mathematical Universes (5),Science
MAT409H1 - Set Theory,"Set theory and its relations with other branches of mathematics. ZFC axioms. Ordinal and cardinal numbers. Reflection principle. Constructible sets and the continuum hypothesis. Introduction to independence proofs. Topics from large cardinals, infinitary combinatorics and descriptive set theory.|Joint undergraduate/graduate course - MAT409H1/MAT1404H",MAT357H1,,The Physical and Mathematical Universes (5),Science
MAT415H1 - Algebraic Number Theory,A selection from the following: finite fields; global and local fields; valuation theory; ideals and divisors; differents and discriminants; ramification and inertia; class numbers and units; cyclotomic fields; diophantine equations.,MAT347Y1 or permission of instructor,,The Physical and Mathematical Universes (5),Science
MAT417H1 - Analytic Number Theory,"A selection from the following: distribution of primes, especially in arithmetic progressions and short intervals; exponential sums; Hardy-Littlewood and dispersion methods; character sums and L-functions; the Riemann zeta-function; sieve methods, large and small; diophantine approximation, modular forms.|Joint undergraduate/graduate course - MAT417H1/MAT1202H",MAT334H1/MAT354H1/permission of instructor,,The Physical and Mathematical Universes (5),Science
MAT425H1 - Differential Topology,"Smooth manifolds, Sard's theorem and transversality. Morse theory. Immersion and embedding theorems. Intersection theory. Borsuk-Ulam theorem. Vector fields and Euler characteristic. Hopf degree theorem. Additional topics may vary.","MAT257Y1, MAT327H1",,The Physical and Mathematical Universes (5),Science
MAT436H1 - Introduction to Linear Operators,"The course will survey the branch of mathematics developed (in its abstract form) primarily in the twentieth century and referred to variously as functional analysis, linear operators in Hilbert space, and operator algebras, among other names (for instance, more recently, to reflect the rapidly increasing scope of the subject, the phrase non-commutative geometry has been introduced). The intention will be to discuss a number of the topics in Pedersen's textbook Analysis Now. Students will be encouraged to lecture on some of the material, and also to work through some of the exercises in the textbook (or in the suggested reference books).|Joint undergraduate/graduate course - MAT436H1/MAT1011H","5.0 MAT credits, including MAT224H1/MAT247H1 and MAT237Y1/MAT257Y1",,The Physical and Mathematical Universes (5),Science
MAT437H1 - K-Theory and C* Algebras,"The theory of operator algebras was begun by John von Neumann eighty years ago. In one of the most important innovations of this theory, von Neumann and Murray introduced a notion of equivalence of projections in a self-adjoint algebra (*-algebra) of Hilbert space operators that was compatible with addition of orthogonal projections (also in matrix algebras over the algebra), and so gave rise to an abelian semigroup, now referred to as the Murray-von Neumann semigroup.|Later, Grothendieck in geometry, Atiyah and Hirzebruch in topology, and Serre in the setting of arbitrary rings (pertinent for instance for number theory), considered similar constructions. The enveloping group of the semigroup considered in each of these settings is now referred to as the K-group (Grothendieck's terminology), or as the Grothendieck group.|Among the many indications of the depth of this construction was the discovery of Atiyah and Hirzebruch that Bott periodicity could be expressed in a simple way using the K-group. Also, Atiyah and Singer famously showed that K-theory was important in connection with the Fredholm index. Partly because of these developments, K-theory very soon became important again in the theory of operator algebras. (And in turn, operator algebras became increasingly important in other branches of mathematics.)|The purpose of this course is to give a general, elementary, introduction to the ideas of K-theory in the operator algebra context. (Very briefly, K-theory generalizes the notion of dimension of a vector space.)|The course will begin with a description of the method (K-theoretical in spirit) used by Murray and von Neumann to give a rough initial classification of von Neumann algebras (into types I, II, and III). It will centre around the relatively recent use of K-theory to study Bratteli's approximately finite-dimensional C*-algebras---both to classify them (a result that can be formulated and proved purely algebraically), and to prove that the class of these C*-algebras---what Bratteli called AF algebras---is closed under passing to extensions (a result that uses the Bott periodicity feature of K-theory).|Students will be encouraged to prepare oral or written reports on various subjects related to the course, including basic theory and applications.|Joint undergraduate/graduate course - MAT437H1/MAT1016H","5.0 MAT credits, including MAT224H1/MAT247H1 and MAT237Y1/MAT257Y1",,The Physical and Mathematical Universes (5),Science
MAT445H1 - Representation Theory,"A selection of topics from: Representation theory of finite groups, topological groups and compact groups. Group algebras. Character theory and orthogonality relations. Weyl's character formula for compact semisimple Lie groups. Induced representations. Structure theory and representations of semisimple Lie algebras. Determination of the complex Lie algebras.|Joint undergraduate/graduate - MAT445H1/MAT1196H",MAT347Y1,,The Physical and Mathematical Universes (5),Science
MAT448H1 - Introduction to Commutative Algebra and Algebraic Geometry,"Basic notions of algebraic geometry, with emphasis on commutative algebra or geometry according to the interests of the instructor. Algebraic topics: localization, integral dependence and Hilbert's Nullstellensatz, valuation theory, power series rings and completion, dimension theory. Geometric topics: affine and projective varieties, dimension and intersection theory, curves and surfaces, varieties over the complex numbers. This course will be offered in alternating years.|Joint undergraduate/graduate course - MAT448H1/MAT1155H",MAT347Y1,,The Physical and Mathematical Universes (5),Science
MAT449H1 - Algebraic Curves,Projective geometry. Curves and Riemann surfaces. Algebraic methods. Intersection of curves; linear systems; Bezout's theorem. Cubics and elliptic curves. Riemann-Roch theorem. Newton polygon and Puiseux expansion; resolution of singularities. This course will be offered in alternating years.,"MAT347Y1, MAT354H1",,The Physical and Mathematical Universes (5),Science
MAT454H1 - Complex Analysis II,"Harmonic functions, Harnack's principle, Poisson's integral formula and Dirichlet's problem. Infinite products and the gamma function. Normal families and the Riemann mapping theorem. Analytic continuation, monodromy theorem and elementary Riemann surfaces. Elliptic functions, the modular function and the little Picard theorem.|Joint undergraduate/graduate course - MAT454H1/MAT1002H",MAT354H1,,The Physical and Mathematical Universes (5),Science
MAT457H1 - Advanced Real Analysis I,"Lebesque measure and integration; convergence theorems, Fubini's theorem, Lebesgue differentiation theorem, abstract measures, Caratheodory theorem, Radon-Nikodym theorem. Hilbert spaces, orthonormal bases, Riesz representation theorem, compact operators, L^p spaces, Hölder and Minkowski inequalities.|Joint undergraduate/graduate course - MAT457H1/MAT1000H",MAT357H1,,The Physical and Mathematical Universes (5),Science
MAT458H1 - Advanced Real Analysis II,"Fourier series and transform, convergence results, Fourier inversion theorem, L^2 theory, estimates, convolutions. Banach spaces, duals, weak topology, weak compactness, Hahn-Banach theorem, open mapping theorem, uniform boundedness theorem.|Joint undergraduate/graduate course - MAT458H1/MAT1001H",MAT457H1,,The Physical and Mathematical Universes (5),Science
MAT464H1 - Riemannian Geometry,Riemannian metrics. Levi-Civita connection. Geodesics. Exponential map. Second fundamental form. Complete manifolds and Hopf-Rinow theorem. Curvature tensors. Ricci curvature and scalar curvature. Spaces of constant curvature.|Joint undergraduate/graduate course - MAT464H1/MAT1342H,MAT367H1,,The Physical and Mathematical Universes (5),Science
MAT475H1 - Problem Solving Seminar,"This course addresses the question: How do you attack a problem the likes of which you have never seen before? Students will apply Polya's principles of mathematical problem solving, draw upon their previous mathematical knowledge, and explore the creative side of mathematics in solving a variety of interesting problems and explaining those solutions to others.","MAT224H1/MAT247H1, MAT235Y1/MAT237Y1/MAT257Y1, and at least 1.0 credit at the 300+ level in APM/MAT",,The Physical and Mathematical Universes (5),Science
MAT477H1 - Seminar in Mathematics,Seminar in an advanced topic. Content will generally vary from semester to semester. Student presentations are required.,"MAT347Y1, MAT354H1, MAT357H1; or permission of instructor.",,The Physical and Mathematical Universes (5),Science
MAT478H1 - Seminar in Mathematics,Seminar in an advanced topic. Content will generally vary from semester to semester. Student presentations are required.,"MAT347Y1, MAT354H1, MAT357H1; or permission of instructor.",,The Physical and Mathematical Universes (5),Science
MAT482H1 - Topics in Mathematics,"A course in mathematics on a topic outside the current undergraduate offerings. For information on the specific topic to be studied and possible additional prerequisites, go to http://www.math.toronto.edu/cms/current-students-ug/|Joint undergraduate/graduate course - MAT482H1/MAT1901H","6.0 APM/MAT credits at the 100, 200 and 300-level. Possible additional topic-specific prerequisites.",,The Physical and Mathematical Universes (5),Science
MAT483H1 - Topics in Mathematics,"A course in mathematics on a topic outside the current undergraduate offerings. For information on the specific topic to be studied and possible additional prerequisites, go to http://www.math.toronto.edu/cms/current-students-ug/","6.0 APM/MAT credits at the 100, 200 and 300-level. Possible additional topic-specific prerequisites.",,The Physical and Mathematical Universes (5),Science
MAT495H1 - Independent Reading in Mathematics,Independent study under the direction of a faculty member. Topic must be outside undergraduate offerings. Workload equivalent to a 36L course. Not eligible for CR/NCR option.,Minimum GPA of 3.5 in APM and MAT courses. Permission of the Associate Chair for Undergraduate Studies and of the prospective supervisor,,The Physical and Mathematical Universes (5),Science
MAT496H1 - Independent Reading in Mathematics,Independent study under the direction of a faculty member. Topic must be outside undergraduate offerings. Workload equivalent to a 36L course. Not eligible for CR/NCR option.,Minimum GPA of 3.5 in APM and MAT courses. Permission of the Associate Chair for Undergraduate Studies and of the prospective supervisor.,,The Physical and Mathematical Universes (5),Science
MAT497Y1 - Research Project in Mathematics,Independent research under the direction of a faculty member. Not eligible for CR/NCR option. Similar workload to a 72L course.,Minimum GPA of 3.5 in APM and MAT courses. Permission of the Associate Chair for Undergraduate Studies and of the prospective supervisor,,The Physical and Mathematical Universes (5),Science
MAT499Y1 - Readings in Mathematics,Independent study under the direction of a faculty member. Topic must be outside undergraduate offerings. Workload equivalent to a 72L course. Not eligible for CR/NCR option.,Minimum GPA of 3.5 in APM and MAT courses. Permission of the Associate Chair for Undergraduate Studies and of the prospective supervisor.,,The Physical and Mathematical Universes (5),Science
