Course Names,descriptions,prereq,Breadth requirements,distribution requirements
CIV380H1 - Sustainable Energy Systems,"This course will provide students with knowledge of energy demand and supply from local to national scales. Topics include energy demands throughout the economy, major energy technologies, how these technologies work, how they are evaluated quantitatively, their economics and their impacts on the environment. In addition, the ever changing context in which these technologies (and emerging technologies) are being implemented will be outlined. Systems approaches including life cycle assessment, will be refined and applied to evaluate energy systems. A particular focus will be placed on analysis of energy alternatives within a carbon constrained economy.","CIV375H1, CIV220H1, CME368H1",,
CIV401H1 - Design and Optimization of Hydro and Wind Electric Plants,"The application of turbo-machinery including the design and operation of typical wind and hydroelectric plants from first principles to the various types of turbo-machines choices. Fundamental fluid mechanics equations, efficiency coefficients, momentum exchanges, characteristic curves, similarity laws, specific speed, vibration, cavitation of hydraulic turbines, pump/turbines; variable speed machines including transients and hydraulic stability. An introduction to overall system configuration and both component and system optimization. Case studies.",,,
CIV416H1 - Reinforced Concrete II,"This course covers the behaviour and ultimate strength of reinforced concrete structures. Members subjected to flexure, axial load, shear and torsion are treated. Detailing of reinforcement, the design of floor systems and the design of shear walls are covered. An introduction to the seismic design of reinforced concrete structures is made. Emphasis is given to the relationship between recent research results and current building codes. A brief treatment of the behaviour and design of masonry walls is included.",CIV313H1,,
CIV440H1 - Environmental Impact and Risk Assessment,"Core Course in the Environmental Engineering Minor. The process and techniques for assessing and managing the impacts on and risks to humans and the ecosystem associated with engineered facilities, processes and products. Both biophysical and social impacts are addressed. Topics include: environmental assessment processes; environmental legislation; techniques for assessing impacts; engineering risk analysis; health risk assessment; risk management and communication; social impact assessment; cumulative impacts; environmental management systems; the process of considering alternative methods for preventing and controlling impacts; and stakeholder involvement and public participation. Examples are drawn from various engineering activities and facilities such as energy production, chemical production, treatment plants, highways and landfills.",,,
CIV460H1 - Engineering Project Finance and Management,"This course deals with the structuring, valuing, managing and financing of infrastructure projects. The financing portion builds on material covered in Engineering Economics. Key topics include; structuring projects, valuing projects, the rationale for project financing (types of funds and financing), project viability and financial modeling, risk analysis, externalities and social cost benefit analyses. Financing of large scale projects by the public and private sectors as well as through public/private partnerships is treated in detail. Project management concepts, issues, and procedures are introduced. A series of case studies analyzing both successful and unsuccessful projects are examined.",CHE374H1,,
CIV498H1 - Group Design Project,"The Group Design Project is a significant design experience that integrates the mathematics, basic sciences, engineering sciences, complementary studies, and detailed design aspects of the different civil engineering sub-disciplines.",,,
CIV510H1 - Solid Mechanics II,"This course provides a continuing study of the mechanics of deformable solids. Stress and equilibrium conditions, strain and compatibility conditions, stress-strain relations and yield/failure criteria are considered in the context of civil engineering materials. Two-and three-dimensional elasticity theory is developed, with an introduction to the use of tensor notation. Advanced topics in bending, shear and torsion of beams are also covered, as is elementary plate bending theory. The course concludes with a further development and application of energy methods including virtual work, potential energy, strain energy, and related approaches.",CME210H1,,
CIV514H1 - Concrete Technology,"Material aspects of concrete production will be dealt with in the context of various performance criteria with emphasis on durability. The process of material selection, proportioning, mixing, transporting, placing and curing concrete will be the framework within which topics such as: the use of admixtures, choice of cements, environmental influences, methods of consolidation and testing techniques will be studied.",CIV209H1,,
CIV515H1 - Introduction to Structural Dynamics,"The concept of dynamic equilibrium and corresponding equation of motion will be introduced. The theoretical solution of a songle degree of freedom system will be derived and the effects of verious types of loads, such as impulse load, sinusoidal load, or random vibration on the structural response will be discussed. To solve dynamic problems of multi-degree of freedom (MDOF) systems, concepts of mass, stiffness, and damping matrix will be introduced, which will be followed by eigen value analysis and modal analysis. The concepts of Fourier Transformation will be introduced, which will be used to interpret dynamic responses of structures or dynamic nature of applied loads. Dynamic experiments of elastic systems will be demonstrated using an educational shaking table.",CIV312H1 and CIV313H1 or equivalent,,
CIV516H1 - Public Transit Operations and Planning,"This course covers a broad range of topics in urban transit operations and planning, with special emphasis on best-practice strategies of modern transit systems. The course will help students: Learn the history of transit and its relationship to urban development, emerging challenges, transit role in society, and new trends and issues; Understand and analyze the factors that affect transit performance and demand; Identify and analyze transit operational and planning problems; Identify possible solutions at the operational level (mostly short-term and line-based) and the strategic level (mostly long-term and network-based), and assess alternative solutions; Understand the relative performance of various transit modes (both conventional and new modes) and their domains of application; and gain knowledge of best-practice transit systems planning and emerging innovations.",,,
CIV517H1 - Prestressed Concrete,An introduction to procedures for predicting the load-deformation response of prestressed concrete elements and structures with emphasis on how these procedures can be used in the design of new structures and in the evaluation of existing structures. Topics include: prestressing technology; control of cracking; response to axial load and flexure; response to shear and torsion; disturbed regions; restraint of deformations; design codes.,CIV313H1/CIV357H1 or equivalent,,
CIV518H1 - Behaviour and Design of Steel Structures,"The behaviour and design of trusses, frames, members and connections in steel building and bridge structures is presented and design methods are developed. Ultimate strength, stability, and postbuckling are emphasized in topical examples including: plate girders, composite steel/concrete girders, second-order frame behaviour, high-strength bolted and welded framing connections. Design applications considering metal fatigue and brittle fracture, and methods of plastic analysis are also introduced. Canadian design standards and the Limit States Design concepts are used.",,,
CIV523H1 - Geotechnical Design,"This course is built around a transportation project that contains all the essential geotechnical investigation and design elements and illustrates how they all come together on a project. The students will be taken through the entire design process from project initiation to construction. In essence, the project will include a bridge over a river with some property constraints requiring the use of a retaining wall as well as deep and shallow foundations and some groundwater control. The highway will require a soil cut. One section crosses a low-lying swampy area that will require embankment construction over deep soft soils. A short tunnel section is planned beneath a railway that cannot be taken out of service. A pavement design will be required along the entire route as well as materials testing and construction monitoring.",CME321H1; equivalent or permission of instructor,,
CIV531H1 - Transport Planning,"This course is intended to provide the student with the following: the ability to design and execute an urban transportation planning study; a working knowledge of transportation planning analysis skills including introductions to travel demand modelling, analysis of environmental impacts, modelling transportation - land use interactions and transportation project evaluation; an understanding of current transportation planning issues and policies; and an understanding of the overall process of transportation planning and its role within the wider context of transportation decision-making and the planning and design of urban areas. Person-based travel in urban regions is the focus of this course, but a brief introduction to freight and intercity passenger transportation is also provided. A ""systems"" approach to transportation planning and analysis is introduced and maintained throughout the course. Emphasis is placed throughout on designing transportation systems for long-run environmental, social, and economic sustainability.",CME368H1 or equivalent,,
CIV575H1 - Studies in Building Science,"This course examines the basic principles governing the control of heat, moisture and air movement in buildings and presents the fundamentals of building enclosure design. With this background, students are required to research advanced topics related to emerging areas of Building Science, and to write and present to the class an individual comprehensive paper related to their research. Lectures for this course will be jointly offered with those of CIV375H1.",,,
CIV576H1 - Sustainable Buildings,"Building systems including the thermal envelope, heating and cooling systems, as well as water and lighting systems are examined with a view to reducing the net energy consumed within the building. Life-cycle economic and assessment methods are applied to the evaluation of various design options including considerations of embodied energy and carbon sequestration. Green building strategies including natural ventilation, passive solar, photovoltaics, solar water heaters, green roofs and geothermal energy piles are introduced. Following the application of these methods, students are introduced to efficient designs including LEED designs that lessen the impact of buildings on the environment. Exemplary building designs will be presented and analyzed.",CIV375H1/CIV575H1 or equivalent,,
CIV577H1 - Infrastructure for Sustainable Cities,"Developing infrastructure for sustainable cities entails understanding the connection between urban morphology and physiology. This course uses a systems approach to analyzing anthropogenic material flow and other components of urban metabolism, linking them to the design of urban infrastructure. Elements of sustainable transportation, green buildings, urban climatology, urban vegetation, water systems and local energy supply are integrated in the design of sustainable urban neighbourhoods.","CIV340H1, [CIV375H1/CIV575H1]",,
CME321H1 - Geotechnical Engineering I,"An introduction to elements of geotechnical analysis and design. Basic site investigation techniques and quantitative descriptions of soil properties and behaviour. Permeability, seepage analysis, and internal stability of granular soil; granular filter design for internal hydraulic stability. Compaction of granular soil; engineered fills for earth dams, road bases, and backfills. Soil shear strength at constant volume; ultimate limit state design of retaining walls, shallow footings, natural slopes and constructed embankments. Groundwater flow analysis and slope stability analysis using commercial software. Physical laboratories for basic soil identification, model groundwater flow analysis, direct shear strength tests, and reinforced earth models.","CME270H1, CME210H1",,
CME358H1 - Survey CAMP (Civil and Mineral Practicals),"This two-week August field camp provides students with the opportunity to further their understanding of the vital interactions between the natural and the built environments. Through fieldwork, students gain hands-on experience in the use of various field instruments used by Civil and Mineral Engineers. The essentials of land surveying and the use of surveying instruments including Global Positioning Systems are taught as students carry out a series of field exercises that include route surveys, topographic surveys and construction surveys. Survey calculations, sources of error, corrections and adjustments are also introduced. In order to better understand our impact on the natural environment, students also perform several additional exercises. These may include the measurement of river flows, remote sensing of soil and rock, remediation of a borrow pit, and the evaluation of the renewable energy potential of the wind and solar radiation. Note: This course requires payment of an extra fee for room and board.",,,
CSC180H1 - Introduction to Computer Programming,"The first of two courses that introduces students to programming and computational thinking, and prepares them for additional study across a breadth of programming fields. Students will learn to use the Python programming language to design and implement computational solutions to problems drawn from their 1F courses, with specific focus on algorithms, data structures, problem decomposition, and the use of programming paradigms appropriate to the problems being solved. Specifically, this course aims to have students work with and understand profiling and runtime analysis, searching and sorting algorithms, and the use of recursion.",,,
CSC343H1 - Introduction to Databases,"Introduction to database management systems. The relational data model. Relational algebra. Querying and updating databases: the query language SQL. Application programming with SQL. Integrity constraints, normal forms, and database design. Elements of database system technology: query processing, transaction management.","CSC111H1/ CSC165H1/ ​CSC240H1/ ​(MAT135H1, MAT136H1)/ MAT135Y1/ MAT137Y1/ ​MAT157Y1/ (MAT186H1, MAT187H1)/ (MAT194H1, MAT195H1)/ (ESC194H1, ESC195H1); CSC207H1/ CSC207H5/ CSCB07H3/ ECE345H1/ ESC190H1",,
CSC384H1 - Introduction to Artificial Intelligence,"Theories and algorithms that capture (or approximate) some of the core elements of computational intelligence. Topics include: search; logical representations and reasoning, classical automated planning, representing and reasoning with uncertainty, learning, decision making (planning) under uncertainty. Assignments provide practical experience, in both theory and programming, of the core topics.","(CSC263H1/​ CSC265H1/ CSC263H5/ CSCC63H3/ ECE345H1/ ECE358H1/ MIE335H1, STA237H1/ STA247H1/​ STA255H1/​ STA257H1/ STA237H1/ STAB57H3/ STAB52H3/ ECE302H1/ STA286H1/ CHE223H1/ CME263H1/ MIE231H1/ MIE236H1/ MSE238H1/ ECE286H1)",,
ECE159H1 - Fundamentals of Electric Circuits,Topics include: DC linear circuit elements; DC linear circuit analysis; Kirchhoff's Laws and superposition; Thevenin and Norton equivalents; nodal analysis; operational amplifier; transient response of linear circuits; sinusoidal steady state analysis; phasors; power in AC circuits; frequency response; and resonance phenomena.,,,
ECE253H1 - Digital and Computer Systems,"Digital system design principles. Logic circuits, logic synthesis. Registers, arithmetic circuits, counters, finite state machines, and programmable logic devices. Verilog hardware description language. Computer structure, machine language instruction execution and sequencing, addressing techniques. Processors, input/output techniques, and memory hierarchy. The laboratory work consists of exercises involving the design of logic circuits, and microprocessor systems. Modern computer-aided design tools and FPGA technology are used. Design aspects constitute a major portion of laboratory work.",,,
ECE259H1 - Electromagnetism,"The fundamental laws of electromagnetics are covered; including Coulomb's law, Gauss' law, Poisson's and Laplace's equations, the Biot-Savart's law, Ampere's law, Faraday's law, and Maxwell's equations. Vector calculus is applied to determine the relationship between the electric and magnetic fields and their sources (charges and currents). Field-matter interaction is studied, including polarization in dielectric materials and magnetization in magnetic materials. Circuit elements such as the resistor, capacitor and inductor are introduced from an electromagnetic point of view. Other topics include: electric and magnetic forces, the electric potential, capacitance and inductance, electric and magnetic energy, magnetic circuits, boundary-value problems and transmission-lines.","ECE159H1, AER210H1",,
ECE286H1 - Probability and Statistics,"A course in probability and statistics for Engineering Science students focusing on building solid probabilistic and statistical foundations both mathematically and in terms of engineering application. Topics include: sample space, events, definitions of probability, conditional probability, Bayes' theorem, important classes of discrete and continuous random variables and their distributions, joint, conditional, and marginal distributions, expectation, moment generating and characteristic functions, transformations of random variables, central limit theorem and approximations. Graphical methods, quantile plots, point and interval estimation of population parameters, method of maximum likelihood. Hypothesis testing, simple and multiple regression, correlation analysis, and introduction to Bayesian statistics.",,,
ECE313H1 - Energy Systems and Distributed Generation,Three-phase systems; steady-state transmission line model; symmetrical three-phase faults; power system stability; symmetrical components; unsymmetrical faults and fault current calculation; distribution network; equivalent steady-state model of voltage-sourced converter; distributed energy resources (DR); distributed energy storage; interface between DR and power system.,,,
ECE318H1 - Fundamentals of Optics,"Geometric Optics: Spherical surfaces, lenses and mirrors, optical imaging systems, matrix method, and aberrations. Polarization: Polarizer and polarizations, anisotropic materials, dichroism, birefringence, index ellipsoid, waveplates, optical activity, Faraday effect. Interference: superposition of waves, longitudinal and transverse coherence, Young's double-slit experiment, Michelson and Fabry-Perot interferometer, thin-films. Diffraction and Fourier Optics: diffraction theory, single and double slits, diffraction gratings, spatial filtering, basic optical signal processing. (Background preparation in ECE320H1 F - Fields and Waves, or ECE357H1 S - Electromagnetic Fields, is strongly recommended.)",ECE221H1 or ECE259H1,,
"ECE324H1 - Machine Intelligence, Software and Neural Networks","This course will focus on machine learning engineering, through the sense of neural networks, dealing with the data collection and software development as an engineering descipline. After reviewing the essentials of the neural network approach, including convolutional and recurrent neural networks, the course will focus on applications of classification, regression and various kinds of prediction. Practical techniques in machine learning will be covered, including data collection, data augmentation, the use of pre-trained networks, auto encoders and generative adversarial networks. A key topic will include natural language processing, attention and Transformer networks. There will be reflection on ethics in machine learning. A significant component of the course will be hands-on exposure to machine-learning software framework through assignments and a major design project.",ESC190H1/ECE286H1/ECE421H1,,
ECE326H1 - Programming Languages,"Study of programming styles and paradigms. Included are object-oriented scripting functional and logic-based approaches. Languages that support these programming styles will be introduced. Languages treated include Python, Lisp or Scheme and Prolog.",,,
ECE334H1 - Digital Electronics,"Digital design techniques for integrated circuits. The emphasis will be on the design of logic gates at the transistor level. A number of different logic families will be described, but CMOS will be emphasized. Review of: device modeling, IC processing, and Spice simulation, simplified layout rules, inverter noise margins, transient response, and power dissipation, traditional CMOS logic design, transmission gates, RC timing approximations, input-output circuits, latches and flipflops, counters and adders, decoders and muxes, dynamic gates, SRAMs, DRAMs, and EEPROMs.",ECE241H1  and ECE231H1  or ECE253H1  and ECE360H1,,
ECE342H1 - Computer Hardware,"Arithmetic circuits, cubical representation of logic functions, digital system design, timing analysis, design of asynchronous circuits, testing of logic circuits.",ECE241H1 and ECE243H1,,
ECE349H1 - Introduction to Energy Systems,"Established and emerging sources of electrical energy: hydroelectric, thermal, wind, and solar. Three-phase AC systems and complex power. Mechanisms for electrical-electrical energy conversion: power electronic systems for DC-DC conversion, single-phase DC-AC and three-phase DC-AC conversion, transformers for single-phase and three-phase AC-AC conversion. Electro-mechanical energy conversion via the synchronous machine. Fundamentals of AC electrical energy networks: frequency regulation, voltage regulation, and protection.",ECE259H1,,
ECE350H1 - Semiconductor Electronic Devices,"An explanation of the basic operation, design and limitations of semiconductor electronic devices, such as diodes and transistors. The topics covered include: electrons in semiconductors, semiconductors in equilibrium, transport of carriers, p-n diodes, metal-semiconductor contacts, bipolar junction transistors, metal-oxide-semiconductor (MOS) capacitors, and MOS field effect transistors. In addition, optoelectronic devices (e.g. photodiodes, light emitting diodes and lasers), semiconductor heterostructures, nanostructures (quantum dots, qubits) and transistor scaling will be discussed.",PHY294H1,,
ECE352H1 - Computer Organization,"A continuation of some of the topics introduced in ECE253H1. Embedded system design: Input-output and the use of interrupts, peripherals and interfacing. Processor design: pipelining, integer and floating point arithmetic, cache hierarchies and memory organization. Design of combinational and sequential circuits in Verilog.",ECE253H1,,
ECE353H1 - Systems Software,"Operating system structure, processes, threads, synchronization, CPU scheduling, memory management, file systems, input/output, multiple processor systems, virtualization, protection, and security. The laboratory exercises will require implementation of part of an operating system.",ESC190H1,,
ECE354H1 - Electronic Circuits,"A course on analog and digital electronic circuits. Topics include single-stage amplifiers, current mirrors, cascode amplifiers and differential pairs. Amplifier frequency response, feedback and stability are also covered. Digital CMOS logic circuits are introduced.",ECE360H1,,
ECE355H1 - Signal Analysis and Communication,"An introduction to continuous-time and discrete-time signals and systems. Topics include characterization of linear time-invariant systems, Fourier analysis, linear filtering, sampling of continuous-time signals, and modulation techniques for communication systems.",ECE286H1,,
ECE356H1 - Introduction to Control Theory,An introduction to dynamic systems and their control. Differential equation models of physical systems using transfer functions and state space models. Linearization. Initial and input response. Stability theory. Principle of feedback. Internal Model Principle. Frequencey response. Nyquist stability. Loop shaping theory. Computer aided design using MATLAB and Simulink.,MAT292H1,,
ECE357H1 - Electromagnetic Fields,"An introduction to transmission line theory: voltage and current waves, characteristic impedance, reflections from the load and source, transients on the line, Smith's chart, impedance matching. Fundamentals of electromagnetic theory: Maxwell's equations, Helmholtz's theorem, time retarded scalar and vector potentials, gauges, boundary conditions, electric and magnetic fields wave equations and their solutions in lossless and lossy medium. Plane wave propagation, reflection and transmission at boundaries. Constitutive relations and dispersion. Radiating dipole and waveguides.",ECE259H1,,
ECE358H1 - Foundations of Computing,"Fundamentals of algorithm design and computational complexity, including: analysis of algorithms, graph algorithms, greedy algorithms, divide-and-conquer, dynamic programming, network flow, approximation algorithms, the theory of NP-completeness, and various NP-complete problems.",ESC190H1,,
ECE360H1 - Electronics,"An introduction to electronics. Basic electronic circuits: introductory frequency-domain analysis, operational amplifiers, diodes, field-effect transistors, bipolar junction transistors, small-signal analysis, single-stage amplifiers.",ECE159H1,,
ECE361H1 - Computer Networks I,Layered network architectures; overview of TCP/IP protocol suite. Introduction to sockets; introduction to application layer protocols. Peer-to-Peer Protocols: ARQ; TCP reliable stream service; flow control. Data Link Controls: Framing; PPP; HDLC. Medium access control and LANs: Aloha; Ethernet; Wireless LANs; Bridges. Packet Switching: Datagram and virtual circuit switching; Shortest path algorithms; Distance vector and link state algorithms.,ECE286H1  or ECE302H1,,
ECE363H1 - Communication Systems,"An introductory course in analog and digital communication systems. Analog and digital signals. Probability and random processes. Energy and power spectral densities; bandwidth. Distortionless analog communication; amplitude, frequency and phase modulation systems; frequency division multiplexing. Sampling, quantization and pulse code modulation (PCM). Baseband digital communication; intersymbol interference (ISI); Nyquist's ISI criterion; eye diagrams. Passband digital communications; amplitude-, phase- and frequency-shift keying; signal constellations. Performance analysis of analog modulation schemes in the presence of noise. Performance analysis of PCM in noise.","MAT389H1, ECE355H1",,
ECE367H1 - Matrix Algebra and Optimization,"This course will provide students with a grounding in optimization methods and the matrix algebra upon which they are based. The first past of the course focuses on fundamental building blocks in linear algebra and their geometric interpretation: matrices, their use to represent data and as linear operators, and the matrix decompositions (such as eigen-, spectral-, and singular-vector decompositions) that reveal structural and geometric insight. The second part of the course focuses on optimization, both unconstrained and constrained, linear and non-linear, as well as convex and nonconvex; conditions for local and global optimality, as well as basic classes of optimization problems are discussed. Applications from machine learning, signal processing, and engineering are used to illustrate the techniques developed.","AER210H1/MAT290H1, MAT185H1/MAT188H1",,
ECE368H1 - Probabilistic Reasoning,"This course will focus on different classes of probabilistic models and how, based on those models, one deduces actionable information from data. The course will start by reviewing basic concepts of probability including random variables and first and second-order statistics. Building from this foundation the course will then cover probabilistic models including vectors (e.g., multivariate Gaussian), temporal (e.g., stationarity and hidden Markov models), and graphical (e.g., factor graphs). On the inference side topics such as hypothesis testing, marginalization, estimation, and message passing will be covered. Applications of these tools cover a vast range of data processing domains including machine learning, communications, search, recommendation systems, finance, robotics and navigation.",ECE286H1/ECE302H1,,
ECE411H1 - Real-Time Computer Control,"Digital Control analysis and design by state-space methods. Introduction to scheduling of control tasks using fixed-priority protocols. Labs include control design using MATLAB and Simulink, and computer control of the inverted pendulum using a PC with real-time software.",ECE311H1 or ECE356H1,,
ECE412H1 - Analog Signal Processing Circuits,"This course will provide students with an overview of continuous-time and discrete-time signal processing techniques, and the analysis and design of analog and mixed-signal circuit building blocks used in modern electronic systems. Topics covered include: analysis, specification, simulation, and design of continuous-time filters with linear transconductors and op-amps; phase-domain model, noise model, and design methodology for low phase noise Phase Lock Loops and associated building blocks (VCO, phase-frequency detector, charge pump); discrete-time signal analysis using z-transform; discrete-time filter design based on switched capacitors; as well as fundamentals, architectures, building blocks, and characterization techniques for digital-to-analog and analog-to-digital converters.",ECE331H1 or ECE354H1,,
ECE417H1 - Digital Communication,"Basic concepts of digital communication. Baseband data transmission, intersymbol interference, Nyquist pulse shaping, equalization, line coding, multi-path fading, diversity. Binary and M-ary modulation schemes, synchronization. Signal space concepts, optimum receivers, coherent and noncoherent detectors. Information theory, source encoding, error control coding, block and convolutional codes.","ECE302H1 and ECE316H1, or ECE286H1",,
ECE419H1 - Distributed Systems,"Design issues in distributed systems: heterogeneity, security, transparency, concurrency, fault-tolerance; networking principles; request-reply protocol; remote procedure calls; distributed objects; middleware architectures; CORBA; security and authentication protocols; distributed file systems; name services; global states in distributed systems; coordination and agreement; transactions and concurrency control; distributed transactions; replication.",ECE344H1 or ECE353H1,,
ECE421H1 - Introduction to Machine Learning,"An Introduction to the basic theory, the fundamental algorithms, and the computational toolboxes of machine learning. The focus is on a balanced treatment of the practical and theoretical approaches, along with hands on experience with relevant software packages. Supervised learning methods covered in the course will include: the study of linear models for classification and regression, neural networks and support vector machines. Unsupervised learning methods covered in the course will include: principal component analysis, k-means clustering, and Gaussian mixture models. Theoretical topics will include: bounds on the generalization error, bias-variance tradeoffs and the Vapnik-Chervonenkis (VC) dimension. Techniques to control overfitting, including regularization and validation, will be covered.","ECE286H1/STA286H1, ECE302H1/MIE231H1/CHE223H1/MIE236H1/MSE238H1",,
ECE422H1 - Radio and Microwave Wireless Systems,"Analysis and design of systems employing radio waves, covering both the underlying electromagnetics and the overall system performance aspects such as signal-to-noise ratios. Transmission/reception phenomena include: electromagnetic wave radiation and polarization; elementary and linear dipoles; directivity, gain, efficiency; integrated, phased-array and aperture antennas; beam-steering; Friis transmission formula and link budget. Propagation phenomena include: diffraction and wave propagation over obstacles; multipath propagation; atmospheric and ionospheric effects. Receiver design aspects include: radio receiver architectures, receiver figures of merit, noise in cascaded systems, noise figure, and noise temperature. System examples are: terrestrial communication systems; satellite communications; radar; radiometric receivers; software-defined radio.",ECE320H1 or ECE357H1,,
ECE424H1 - Microwave Circuits,"Losses in conductors and dielectrics; RF and microwave transmission lines; transients on transmission lines; matching networks; planar transmission lines (microstrip, stripline, coplanar waveguide); design with scattering parameters; 3- and 4-port RF devices (power dividers/combiners, couplers, isolators & circulators); coupled lines and devices; microwave active circuits (RF amplifiers, mixers, and receiver front ends); RF and microwave filters. The hands-on laboratories engage students in the design, simulation, fabrication, and test of practical passive and active microwave circuits using industry-standard RF/microwave simulation tools and measurement systems.",,,
ECE427H1 - Photonic Devices,"The human visual interface is rapidly evolving with the emergence of smart glasses, AR/VR wearable display, and autonomous vehicles. This course examines the photonic devices and integrated systems that underline such technologies, and how they are shaped by human visual perception and acuity. Advanced integrated photonic systems in optical display and sensing will be deconstructed and the underlying fundamental concepts studied. Topics include introduction to: heads up and wearable display, optical lidar, optical fiber, waveguide circuits, holography, optical switches, light sources (LED, laser), detectors and imaging sensors.",ECE318H1/ECE320H1/ECE357H1,,
ECE430H1 - Analog Integrated Circuits,"Review of MOSFET semiconductor device equations. Noise in electronic devices. Review of single-stage amplifiers and frequency response, including noise analysis. Basic CMOS op amp. Op amp compensation. Advanced op amp circuits: telescopic and folded-cascode op amps. Fully-differential op amps. Common mode feedback.",ECE331H1 or ECE354H1,,
ECE431H1 - Digital Signal Processing,"An introductory course in digital filtering and applications. Introduction to real world signal processing. Review of sampling and quantization of signals. Introduction to the discrete Fourier transform and its properties. The fast Fourier transform. Fourier analysis of signals using the discrete Fourier transform. Structures for discrete-time systems. Design and realization of digital filters: finite and infinite impulse response filters. DSP applications in areas such as communications, multimedia, video coding, human computer interaction and medicine.",,,
ECE437H1 - VLSI Technology,"The introduction to VLSI fabrication techniques, integrated circuit designs and advanced semiconductor devices will give a proper perspective of the past, present and future trends in the VLSI industry. Following the evolution of MOS and bipolar devices, digital and analog CMOS, BiCMOS, deep submicron CMOS, SOI-CMOS, RF-CMOS and HV-CMOS technologies will be studied. Special attention will be given to the physical scaling limits such as short channel effects. In addition, CAD tools and design methodology for the development of advanced semiconductor devices and integrated circuits will be introduced in the laboratory environment. These include the simulation of device fabrication, device characteristics, device modeling, circuit layout, design verification. Finally, advanced technology such as GaN HEMTs, graphene devices, carbon nano-tube devices, power devices, heterojunctions, InP and GaSb HBTs will also be studied.",(ECE331H1 or ECE334H1 or ECE354H1) and (ECE335H1 or ECE350H1),,
ECE444H1 - Software Engineering,"The software development process. Software requirements and specifications. Software design techniques. Techniques for developing large software systems; CASE tools and software development environments. Software testing, documentation and maintenance.",ECE344H1 or ECE353H1,,
ECE446H1 - Sensory Communication,"Physical acoustics, acoustic measurements, electroacoustic transducers, and physiological acoustics. Speech processing, speech recognition algorithms and signal processing by the auditory system. Engineering aspects of acoustic design. Electrical models of acoustic systems. Noise, noise-induced hearing loss, and noise control. Introduction to vision and other modalities. Musical and psychoacoustics.",,,
ECE448H1 - Biocomputation,"Modern technologies in the biosciences generate tremendous amounts of biological data ranging from genomic sequences to protein structures to gene expression. Biocomputations are the computer algorithms used to reveal the hidden patterns within this data. Course topics include basic concepts in molecular cell biology, pairwise sequence alignment, multiple sequence alignment, fast alignment algorithms, deep learning approaches, phylogentic prediction, structure-based computational methods, gene finding and annotation.",,,
ECE454H1 - Computer Systems Programming,"Fundamental techniques for programming computer systems, with an emphasis on obtaining good performance. Topics covered include: how to measure and understand program and execution and behaviour, how to get the most out of an optimizing compiler, how memory is allocated and managed, and how to exploit caches and the memory hierarchy. Furthermore, current trends in multicore, multithreaded and data parallel hardware, and how to exploit parallelism in their programs will be covered.",,,
ECE455H1 - Digital Signal Processing,"Review of sampling and discrete-time signals in one or more dimensions; linear shift-invariant systems; the Z-transform; the discrete-time Fourier transform; the discrete Fourier transform and computationally efficient implementations (fast Fourier transforms); general orthogonal representations; wavelet bases; discrete-time filters: finite and infinite impulse response filters; fixed-point implementations and finite word-length effects; multidimensional filters and multidimensional signal processing. Illustrative applications are drawn from audio and biomedical signal processing, communication systems, and image and video signal processing.",ECE355H1,,
ECE461H1 - Internetworking,"This course will cover the fundamentals of protocols for packet switching networks with emphasis on Internet type of networks including the following topics: the Internetworking concept and architectural model; data link layer (Ethernet and PPP); service interface; Internet addresses; address resolution protocol; Internet protocol (connectionless datagram delivery); routing IP datagrams; Internet control message protocol (error and control messages); subnet and supernet address extensions; ping program; traceroute program; user datagram protocol; reliable stream transport service (TCP); the socket interface; routing (GGP, EGP, IP, OSPF, HELLO); Internet multicasting; domain name system; applications such as HTTP, electronic mail, and SNMP; Internet security and firewall design; Ipv6, RSVP, flows, and ISIP.",ECE361H1,,
ECE462H1 - Multimedia Systems,"Topics in the engineering area of multimedia systems with particular emphasis on the theory, design features, performance, complexity analysis, optimization and application of multimedia engineering technologies. Topics include sound/audio, image and video characterization, compression, source entropy and hybrid coding, transform coding, wavelet-based coding, motion estimation, JPEG coding, digital video coding, MPEG-1/2 coding, content-based processing, and MPEG-7.",,,
ECE463H1 - Electric Drives,"Electro-mechanical mechanisms for force and torque production in rotating machines. DC machine theory and DC machine dynamics, synchronous machines and their dynamics, stepper motors. Introduction to space vectors and vector control of AC machines. Steady state and variable speed operation of the induction machine via V/f control.","ECE314H1/ECE315H1/ECE349H1/ECE359H1, ECE311H1/ECE356H1/AER372H1",,
ECE464H1 - Wireless Communication,"The radio medium, radio communication system examples. Link budget: cable losses, propagation loss, antenna gains. Basic concepts of propagation: path loss, multi-path propagation and fading. Raleigh and Rician fading models, Doppler shift, delay spread, coherence time and coherence bandwidth of the channel. Analog modulation schemes and their bandwidths. Digital modulation schemes and their bandwidths and bit rates: BPSK, QPSK, MSK, GMSK. Basic concepts of speech coding. Error correction coding, interleaving, and multiple access frame structure. The physical layer description of the AMPS, IS-54, and GSM cellular systems. The cellular concept: frequency re-use, re-use cluster concept. Channel allocation. Cellular system architecture for AMPS, IS-54, and GSM. Hand-offs and transmitter power control. Cellular traffic, call blocking, concept of Erlangs. Basic ideas in spread spectrum modulation, spreading codes, bit error probability. Orthogonal and non-orthogonal CDMA Basic concepts in CDMA networks.","ECE302H1 and ECE316H1 and ECE417H1, or ECE286H1 and ECE417H1",,
