Course Names,descriptions,prereq,Column 4,Breadth requirements,distribution requirements
PSY371H1 - Higher Cognitive Processes,"This course covers selected topics pertaining to higher cognitive processes including rationality, consciousness, creativity, and human and artificial intelligence.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY270H1/PSY270H5/PSYB57H3/PSY370H1/COG250Y1",,"Thought, Belief and Behaviour (2)",Science
PSY372H1 - Human Memory,"Current theories and data on human memory: processes involved in encoding, storage, and retrieval.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY 260H1/PSYB38H3 or PSY270H1/PSY270H5/PSYB57H3/COG250Y1",,"Thought, Belief and Behaviour (2)",Science
PSY378H1 - Engineering Psychology,"The application of our knowledge of human information processing capabilities to improve human-machine systems design in a number of engineering environments including aviation, computer software, human-computer interaction, and nuclear power plants.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY270H1/PSY270H5/PSYB57H3/COG250Y1 or PSY280H1/PSY280H5/PSYB51H3",,"Thought, Belief and Behaviour (2)",Science
PSY379H1 - Human Memory and Learning Laboratory,"Examination of issues and methods in human memory research. Students conduct supervised research projects, and read, critique, and write research articles. Course capacity is limited to 15 students and priority is given to PSY Specialists and Research Specialists during the first enrolment period.",PSY202H1/ECO220Y1/SOC252H1/STA221H1/PSY202H5/STA221H5/PSYC08H3/STAB27H3/STAC32H3 and PSY260H1/PSYB38H3 or PSY270H1/PSY270H5/PSYB57H3/COG250Y1,,"Thought, Belief and Behaviour (2)",Science
PSY380H1 - Vision Science,"Integrates psychology, neuroscience, and computer science approaches to the study of vision science. Topics include: history and philosophy of vision science, low-level vision, motion perception, spatial vision, perception of objects and scenes, colour perception, attention and consciousness, and multisensory integration. Demonstrations/in-class experiments supplement lectures and readings. Emphasis on reading and writing scientific articles in vision science.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY280H1/PSY280H5/PSYB51H3",,Living Things and Their Environment (4),Science
PSY389H1 - Perception Laboratory,"Examination of issues and methods in perception research. Students conduct supervised research projects, and read, critique, and write research articles. Course capacity is limited to 15 students and priority is given to PSY Specialists and Research Specialists during the first enrolment period.","PSY202H1/ECO220Y1/SOC252H1/STA221H1/PSY202H5/STA221H5/PSYC08H3/STAB27H3/STAC32H3, and PSY280H1/PSY280H5/PSYB51H3",,Living Things and Their Environment (4),Science
PSY390H1 - Behavioural Genetics,"An examination of how genes contribute to the production of behaviour, either as structural elements or direct participants in behavioural regulation. Covers molecular genetics, natural selection, and genetic methods followed by specific examples of congenic disorders that affect behaviour and studies of normal behaviours in human and animal models.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY260H1/PSYB38H3 or PSY290H1/PSY290H5/PSYB64H3/BIO260H1/HMB200H1/HMB265H1/PSL300H1",,Living Things and Their Environment (4),Science
PSY395H1 - Neuroethics,"An examination of how developments in neurology and neuroscience can be used to inform ethical and legal issues related to free will, responsibility, competence, education, morality, and empathy in healthy people and in people with confirmed or suspected neurological disorders.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY260H1/PSYB38H3 or PSY270H1/PSY270H5/PSYB57H3/COG250Y1 or PSY280H1/PSY280H5/PSYB51H3 or PSY290H1/PSY290H5/PSYB55H3/PSYB64H3/HMB200H1",,"Thought, Belief and Behaviour (2)",Science
PSY396H1 - Neurochemical Basis of Behaviour,"The functional relevance of neurotransmitters, with particular emphasis on their role in mediating behaviour.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY260H1/PSYB38H3 or PSY290H1/PSY290H5/PSYB64H3/HMB200H1/PSL300H1",,Living Things and Their Environment (4),Science
PSY397H1 - Biological Rhythms,"Daily, monthly, annual and other rhythms and methods of measuring them. Behavioural and physiological aspects of biological clocks. The importance of rhythms in experimental design, in research on brain function, in affective disorders, and the use animals make of rhythms in migration and other behaviours.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY260H1/PSYB38H3 or PSY290H1/PSY290H5/PSYB64H3/HMB200H1/PSL300H1",,Living Things and Their Environment (4),Science
PSY399H1 - Research Opportunity Program,Credit course for supervised participation in faculty research project. Details at https://www.artsci.utoronto.ca/current/academics/research-opportunities/research-opportunities-program. Not eligible for CR/NCR option.,,,,Science
PSY399Y1 - Research Opportunity Program,Credit course for supervised participation in faculty research project. Details at https://www.artsci.utoronto.ca/current/academics/research-opportunities/research-opportunities-program. Not eligible for CR/NCR option.,,,,
PSY400Y1 - Research Specialization: Thesis,An individual thesis done under the direction of a faculty member. Lecture and seminar presentations of proposals in the Fall session. Enrolment is restricted to PSY Research Specialists. Not eligible for CR/NCR option.,"Enrolment in the PSY Research Specialist program, and PSY309H1, and one of PSY319H1/PSY329H1/PSY339H1/PSY349H1/PSY359H1/PSY369H1/PSY379H1/PSY389H1",,,Science
PSY402H1 - Psychology Seminar,"Examination in depth of specific topics in psychology at the graduate level. These seminars vary from year to year in terms of the number given, the topics, and the restrictions on enrolment. Students must get prior consent from the instructor of the graduate seminar they are interested in taking and submit this consent in writing to the department at which time you will be enrolled for undergraduate credit. Consult the Undergraduate Administrator for more details.",,,,Science
PSY403H1 - Psychology Seminar,"Examination in depth of specific topics in psychology at the graduate level. These seminars vary from year to year in terms of the number given, the topics, and the restrictions on enrolment. Students must get prior consent from the instructor of the graduate seminar they are interested in taking and submit this consent in writing to the department at which time you will be enrolled for undergraduate credit. Consult the Undergraduate Administrator for more details.",,,,Science
PSY404H1 - Psychology Seminar,"Examination in depth of specific topics in psychology at the graduate level. These seminars vary from year to year in terms of the number given, the topics, and the restrictions on enrolment. Students must get prior consent from the instructor of the graduate seminar they are interested in taking and submit this consent in writing to the department at which time you will be enrolled for undergraduate credit. Consult the Undergraduate Administrator for more details.",,,,Science
PSY405H1 - Individual Projects,An intensive laboratory or applied research project under the supervision of a Department of Psychology faculty member. Project must be academically demanding and uniquely suitable for the individual student. Additional information and applications are available at the department and on its website. This course is open to all Psychology program students.,"PSY202H1/ECO220Y1/ECO227Y1/STA221H1/SOC252H1/SOC300H1, and appropriate background for the proposed work",,,Science
PSY405Y1 - Individual Projects,An intensive laboratory or applied research project under the supervision of a Department of Psychology faculty member. Project must be academically demanding and uniquely suitable for the individual student. Additional information and applications are available at the department and on its website. This course is open to all Psychology program students.,"PSY202H1/ECO220Y1/ECO227Y1/STA221H1/SOC252H1/SOC300H1, and appropriate background for the proposed work",,,Science
PSY406H1 - Individual Projects,An intensive laboratory or applied research project under the supervision of a Department of Psychology faculty member. Project must be academically demanding and uniquely suitable for the individual student. Additional information and applications are available at the department and on its website. This course is open to all Psychology program students.,"PSY202H1/ECO220Y1/ECO227Y1/STA221H1/SOC252H1/SOC300H1, and appropriate background for the proposed work",,,Science
PSY406Y1 - Individual Projects,An intensive laboratory or applied research project under the supervision of a Department of Psychology faculty member. Project must be academically demanding and uniquely suitable for the individual student. Additional information and applications are available at the department and on its website. This course is open to all Psychology program students.,"PSY202H1/ECO220Y1/ECO227Y1/STA221H1/SOC252H1/SOC300H1, and appropriate background for the proposed work",,,Science
PSY407H1 - Special Topics in Psychology,A lecture course providing in-depth examination of specific topics/themes relating to Psychology. Content in any given year depends on instructor. Priority is given to PSY Major program students during the first enrolment period.,"PSY100H1/PSY100Y5/(PSYA01H3 + PSYA02H3), and PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and 0.5 PSY credit at the 200-level",,"Thought, Belief and Behaviour (2)",Science
PSY408H1 - Special Topics in Psychology,A lecture course providing in-depth examination of specific topics/themes relating to Psychology. Content in any given year depends on instructor. Priority is given to PSY Major program students during the first enrolment period.,"PSY100H1/PSY100Y5/(PSYA01H3 + PSYA02H3), and PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and 0.5 PSY credit at the 200-level",,"Thought, Belief and Behaviour (2)",Science
PSY409H1 - Research Specialization: Theoretical Foundations,Addresses the central theoretical issues that structure contemporary research in each of the major areas of psychology. The aim is to provide an informal overview of the field as a whole. Enrolment is restricted to PSY Research Specialists.,"Enrolment in the PSY Research Specialist program, and PSY309H1, and one of PSY319H1/PSY329H1/PSY339H1/PSY349H1/PSY359H1/PSY369H1/PSY379H1/PSY389H1",,"Thought, Belief and Behaviour (2)",Science
PSY410H1 - Developmental Psychology Seminar,Examination in depth of a limited topic within developmental psychology. Content in any given year depends on instructor. Course capacity is limited to 20 students and enrolment priority is given to PSY Specialists and Research Specialists.,"PSY202H1/ECO220Y1/SOC252H1/STA221H1/PSY202H5/STA221H5/PSYC08H3/STAB27H3/STAC32H3, and PSY210H1/PSY210H5/PSYB20H3",,"Thought, Belief and Behaviour (2)",Science
PSY414H1 - Moral Development,"Lecture courses examining cognitive-developmental, psychoanalytic, sociobiological, behaviouristic and cultural-anthropological approaches to moral development. Issues covered include definitions of morality, the relationship between moral judgement and action, gender differences and commonalities, and the role of culture in moral development.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY210H1/PSY210H5/PSYB20H3",,"Thought, Belief and Behaviour (2)",Science
PSY417H1 - Aging and Social Cognition,Lecture course examining theory and research on the social cognitive aspect of aging. Topics range from impression formation and causal attributions to perceptions of control and emotions.,"PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY210H1/PSY210H5/PSYB20H3",,"Thought, Belief and Behaviour (2)",Science
PSY420H1 - Social Psychology Seminar,Examination in depth of a limited topic within social psychology. Content in any given year depends on instructor. Course capacity is limited to 20 students and enrolment priority is given to PSY Specialists and Research Specialists.,"PSY202H1/ECO220Y1/SOC252H1/STA221H1/PSY202H5/STA221H5/PSYC08H3/STAB27H3/STAC32H3, and PSY220H1/PSY220H5/PSYB10H3/SOC213H1",,"Thought, Belief and Behaviour (2)",Science
PSY421H1 - Person Perception,"This lecture course discusses how we perceive, categorize, and form impressions of other people, relying on readings from primary sources in the scientific literature.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY220H1/PSY220H5/PSYB10H3/SOC213H1, and PSY270H1/PSY270H5/PSYB57H3/COG250Y1 or PSY280H1/PSY280H5/PSYB51H3",,"Thought, Belief and Behaviour (2)",Science
PSY424H1 - Social Psychology of Interpersonal Relationships,"This lecture course focuses on the social psychology of interpersonal relationships between individuals, especially romantic or close relationships and friendships. It surveys what social psychologists have learned about the development, maintenance, disruption or dissolution of personal relationships, as well as current social psychological theories of interpersonal relationships.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY220H1/PSY220H5/PSYB10H3/SOC213H1",,"Thought, Belief and Behaviour (2)",Science
PSY425H1 - Self-Consciousness,"The distinguishing feature of our species is the reflexivity of our consciousness -- the ability to conceive of and interpret ourselves and our experiences. For us, consciousness involves self-consciousness. All our higher symbolic capabilities rest upon this foundation. The aim of this lecture course is to trace out a variety of frames through which we can examine and understand the shared aspects of our subjectivity as self-conscious agents. Using a multidisciplinary approach that draws together ideas and insights from psychology, sociology, philosophy, anthropology, and biology, the course is designed to foster articulacy and critical acumen in how we think about reflexive experience.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY220H1/PSY220H5/PSYB10H3/SOC213H1",,"Thought, Belief and Behaviour (2)",Science
PSY426H1 - Motivational Theories in Social Psychology,"With intensive reading and discussion of ‘classic’ and contemporary articles, this advanced lecture course in social psychology focuses on the central issues, methods, and findings in the study of motivation. Topics include self-regulation, achievement, and reward/punishment.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY220H1/PSY220H5/PSYB10H3/SOC213H1",,"Thought, Belief and Behaviour (2)",Science
PSY427H1 - Media Psychology,"This course in critical media literacy examines how we come to understand ourselves and our world, and learn to feel, evaluate, and act, through the simulative mediation of information and communication technologies. The aim is to provide students with a deeper understanding of the dynamic symbolic environment that surrounds them and in which they participate as both audience and producer. The approach is multidisciplinary, drawing not only from psychology but a broad range of influential perspectives in the social sciences and humanities. The topics explored reveal how developments in the world of media are central to understanding changing forms of public and private life in the 21st century.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY220H1/PSY220H5/PSYB10H3/SOC213H1",,"Thought, Belief and Behaviour (2)",Science
PSY428H1 - Critical Psychology,"This course examines the place of psychology in broader society and culture. What are the consequences of our research and professional practices for how we understand and govern ourselves and others? What is the basis and extent of our authority and power to describe, define, and explain human behaviour and experience? How do our values direct our activities and interpretations as psychologists? How can we critically evaluate the assumptions, commitments, and achievements of our discipline in relation to real or imagined alternatives?","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY220H1/PSY220H5/PSYB10H3/SOC213H1",,"Thought, Belief and Behaviour (2)",Science
PSY430H1 - Personality Seminar,Examination in depth of a limited topic within the area of personality. Content in any given year depends on instructor. Course capacity is limited to 20 students and enrolment priority is given to PSY Specialists and Research Specialists.,"PSY202H1/ECO220Y1/SOC252H1/STA221H1/PSY202H5/STA221H5/PSYC08H3/STAB27H3/STAC32H3, and PSY230H1/PSY230H5/PSYB30H3 or PSY240H1/PSY240H5/PSYB32H3",,"Thought, Belief and Behaviour (2)",Science
PSY434H1 - Maps of Meaning: The Architecture of Belief,"This lecture course is based on the book Maps of Meaning: The Architecture of Belief. Maps of Meaning lays bare the grammar of mythology, and describes the relevance of that grammar for interpretation of narrative and religion, comprehension of ideological identification, and understanding of the role that individual choice plays in the maintenance, transformation and destiny of social systems.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY230H1/PSY230H5/PSYB30H3 or PSY240H1/PSY240H5/PSYB32H3",,"Thought, Belief and Behaviour (2)",Science
PSY435H1 - Environmental Psychology,"This lecture course explores how psychologists can contribute to finding solutions to today's pressing environmental challenges. Topics include persuasion, community-based social marketing, social influence, social capital, and the many ways in which the physical environment affects psychological processes. The course takes a multi-scalar approach to the human-environment relationship, covering individual, community, cultural and global levels of scale, through the lens of complex dynamic systems theories.","PSY100H1/PSY100Y5/(PSYA01H3 + PSYA02H3), and PSY220H1/PSY220H5/PSYB10H3/SOC213H1, OR registered in an Environmental Studies/Science program",,"Thought, Belief and Behaviour (2)",Science
PSY440H1 - Abnormal Psychology Seminar,Examination in depth of a limited topic within abnormal psychology. Content in any given year depends on instructor. Course capacity is limited to 20 students and enrolment priority is given to PSY Specialists and Research Specialists.,"PSY202H1/ECO220Y1/SOC252H1/STA221H1/PSY202H5/STA221H5/PSYC08H3/STAB27H3/STAC32H3, and PSY230H1/PSY230H5/PSYB30H3 or PSY240H1/PSY240H5/PSYB32H3",,"Thought, Belief and Behaviour (2)",Science
PSY450H1 - History of Psychology,"This lecture course discusses the philosophical predecessors and early development of modern psychology, schools of thought, and shifts in areas of theory and research, as well as history and philosophy of science, in general.",1.0 PSY credit at the 200-level,,Society and its Institutions (3),Science
PSY460H1 - Seminar in Learning,Examination in depth of a limited topic in human or animal learning. Content in any given year depends on instructor. Course capacity is limited to 20 students and enrolment priority is given to PSY Specialists and Research Specialists.,"PSY202H1/ ECO220Y1/ SOC252H1/ STA221H1/ PSY202H5/ STA221H5/ PSYC08H3/ STAB27H3/ STAC32H3, and  PSY260H1/ PSYB38H3",,Living Things and Their Environment (4),Science
PSY470H1 - Seminar in Human Memory,Examination in depth of a limited topic within the area of memory. Content in any given year depends on instructor. Course capacity is limited to 20 students and enrolment priority is given to PSY Specialists and Research Specialists.,"PSY202H1/ECO220Y1/SOC252H1/STA221H1/PSY202H5/STA221H5/PSYC08H3/STAB27H3/STAC32H3, and PSY270H1/PSY270H5/PSYB57H3/COG250Y1",,"Thought, Belief and Behaviour (2)",Science
PSY471H1 - Seminar in Cognition,An in-depth examination of current research and selected topics in cognitive psychology. Content in any given year depends on the instructor. Course capacity is limited to 20 students and enrolment priority is given to PSY Specialists and Research Specialists. There may be additional prerequisites based on the seminar topic given.,"PSY202H1/ECO220Y1/SOC252H1/STA221H1/PSY202H5/STA221H5/PSYC08H3/STAB27H3/STAC32H3, and PSY270H1/PSY270H5/PSYB57H3/COG250Y1",,"Thought, Belief and Behaviour (2)",Science
PSY473H1 - Social Cognitive Neuroscience,"Social cognitive neuroscience is an emerging interdisciplinary field that seeks to integrate theories of social psychology and cognitive neuroscience to understand behaviour at three fundamentally interrelated levels of analysis (social, cognitive, and neural). Topics such as self-regulation, cooperation, decision-making, emotion, morality, and prejudice will be examined in this lecture course.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY270H1/PSY270H5/PSYB57H3/COG250Y1 or PSY290H1/PSY290H5/PSYB64H3/HMB200H1/PSL300H1",,"Thought, Belief and Behaviour (2)",Science
PSY474H1 - Computation in Psychology,"This lecture course surveys computational perspectives on the mind and brain and introduces computational tools for connecting psychological and neural data to theory. Topics may include neural networks, probabilistic models, pattern recognition, and other techniques applicable to psychological research and general analysis. Basic familiarity with programming is recommended but not required.",PSY202H1/ECO220Y1/SOC252H1/STA221H1/PSY202H5/STA221H5/PSYC08H3/STAB27H3/STAC32H3,,The Physical and Mathematical Universes (5),Science
PSY475H1 - Attention and Performance,"This lecture course discusses a range of topics in visual cognition and human performance. Topics covered may include attention, working memory, spatial cognition, the processing of features and objects, and cognitive motor control in eye and limb movements.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY270H1/PSY270H5/PSYB57H3/COG250Y1 or PSY280H1/PSY280H5/PSYB51H3",,"Thought, Belief and Behaviour (2)",Science
PSY480H1 - Seminar in Perception,"An in-depth examination of current issues in perception (e.g. perceptual organization, object and face recognition, motion perception). Emphasis is on the psychological perspective, but integrates physiological and computational perspectives as well. Content in any given year depends on instructor. Course capacity is limited to 20 students and enrolment priority is given to PSY Specialists and Research Specialists.","PSY202H1/ECO220Y1/SOC252H1/STA221H1/PSY202H5/STA221H5/PSYC08H3/STAB27H3/STAC32H3, and PSY280H1/PSY280H5/PSYB51H3",,Living Things and Their Environment (4),Science
PSY490H1 - Seminar in Behavioural Neuroscience,"An in-depth examination of current issues in behavioural neuroscience (e.g. activity of neurons, sensory, motor, motivational, and higher cortical systems.). Content in any given year depends on instructor. Course capacity is limited to 20 students and enrolment priority is given to PSY Specialists and Research Specialists.","PSY202H1/ECO220Y1/SOC252H1/STA221H1/PSY202H5/STA221H5/PSYC08H3/STAB27H3/STAC32H3, and PSY290H1/PSY290H5/PSYB64H3/HMB200H1/PSL300H1",,Living Things and Their Environment (4),Science
PSY492H1 - Neurobiology of Learning and Memory,Understanding the complexities of how the mammalian nervous system acquires and stores information and how it transforms this information into appropriate behavior is fundamentally important to our understanding of both animal and human behavior. This lecture course explores empirical and theoretical contributions to our understanding of the neural basis of learning and memory.,"PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY260H1/PSYB38H3 or PSY290H1/PSY290H5/PSYB64H3/HMB200H1/PSL300H1",,Living Things and Their Environment (4),Science
PSY493H1 - Cognitive Neuroscience,"This is a capstone lecture course surveying research on how the mind arises from the brain. The first objective of the course is to understand how processes in human brains (ranging from the firing of a single neuron to the dynamics of billions) support cognitive abilities (such as recognizing a face, remembering a birthday from childhood, understanding the words in a spoken lecture, or planning a route home from class). The second objective of the course is to understand the methods of contemporary cognitive neuroscience research, to enable students to read primary literature and to understand ongoing debates.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY260H1/PSYB38H3 or PSY270H1/PSY270H5/PSYB57H3/COG250Y1 or PSY290H1/PSY290H5/PSYB64H3/HMB200H1/PSL300H1",,Living Things and Their Environment (4),Science
PSY494H1 - Physiology and Psychology of Emotion,"This lecture course discusses the role of brain and body in the expression and experience of emotion in humans considered through the experimental, physiological, theoretical, and clinical literatures.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY260H1/PSYB38H3 or PSY270H1/PSY270H5/PSYB57H3/COG250Y1 or PSY290H1/PSY290H5/PSYB64H3/HMB200H1/PSL300H1",,Living Things and Their Environment (4),Science
PSY495H1 - Sex and the Brain,"This lecture course explores the scientific literature underlying the concept that female/male, gay/straight, and transgendered behaviours are based on brain differences. Original scientific papers will be read in close detail for design and interpretation of the experiments. The goal is to gain an understanding of the science and psychology underlying sex/gender, popular conceptions of sex, and the sexual brain. Topics include: the making of sex, hormone action, brain-based sexual behaviours, sex and cognition, and sex and sexuality/gender identification.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY290H1/PSY290H5/PSYB64H3/HMB200H1/PSL300H1",,"Thought, Belief and Behaviour (2)",Science
PSY496H1 - Cognitive Dysfunction in Neurological Disorders,"This lecture course provides an in-depth examination of the cognitive dysfunction found in neurological disorders, including Alzheimer’s Disease, Parkinson’s Disease, and Schizophrenia. The course focuses on how cognitive impairments relate to neuropsychological models of the specific disease (specifically how these models provide insights into the biological mechanisms underlying the cognitive symptoms) and cognition, more broadly.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY270H1/PSY270H5/PSYB57H3/COG250Y1 or PSY290H1/PSY290H5/PSYB64H3/HMB200H1/PSL300H1",,Living Things and Their Environment (4),Science
PSY497H1 - Seminar in Biological Timing,"This is an advanced seminar course that examines the mechanisms and significance of timing and timekeeping at several levels of organization in living organisms. Topics include the roles of clocks and oscillations in physiology and behaviour, and the importance of timing in sensorimotor integration, memory, decision making, and health. Course capacity is limited to 20 students and enrolment priority is given to PSY Specialists and Research Specialists.","PSY202H1/ECO220Y1/SOC252H1/STA221H1/PSY202H5/STA221H5/PSYC08H3/STAB27H3/STAC32H3, and PSY290H1/PSY290H5/PSYB64H3/HMB200H1/PSL300H1",,Living Things and Their Environment (4),Science
